system:index,B1_median,B2_count,B2_median,B3_median,B4_median,B5_median,B6_median,B7_median,cloud_cover,date,img_qual,lat,lon,radsat_qa_median,sensor,solar_az,solar_zen,sr_atmos_opacity_median,sr_cloud_qa_median,.geo
1_1_LT05_018032_19950714_0000000000000000000d,475.0,17,688.0,509.0,3469.0,1860.0,2960.0,754.0,1.0,1995-07-14,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,111.347977,35.150745,386.0,0.0,
1_1_LT05_018032_19950730_0000000000000000000d,330.0,17,616.0,459.0,3109.0,1748.0,2998.0,817.0,2.0,1995-07-30,7.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,114.974312,37.500069,186.0,0.0,
1_1_LT05_018032_19950815_0000000000000000000d,705.0,17,865.0,625.0,3259.0,2016.0,2973.0,899.0,7.0,1995-08-15,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,120.272003,40.47937,536.0,0.0,
1_1_LT05_018032_19950831_0000000000000000000d,478.0,17,695.0,568.0,2980.0,2042.0,2977.0,952.0,1.0,1995-08-31,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,126.417046,44.065975,579.0,0.0,
1_1_LT05_018032_19950916_0000000000000000000d,2384.0,17,2612.0,2476.0,3977.0,2641.0,2651.0,2020.0,94.0,1995-09-16,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,132.621368,48.222847,286.0,2.0,
1_1_LT05_018032_19960529_0000000000000000000d,20000.0,17,8434.0,20000.0,8823.0,20000.0,2797.0,5265.0,75.0,1996-05-29,9.0,39.7927993049994,-81.53109548141512,42.0,LANDSAT_5,115.670441,32.325119,254.0,34.0,
1_1_LT05_018032_19960614_0000000000000000000d,648.0,17,872.0,666.0,3456.0,1331.0,2865.0,633.0,30.0,1996-06-14,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,112.866463,31.629604,316.0,0.0,
1_1_LT05_018032_19960630_0000000000000000000d,673.0,17,890.0,736.0,3493.0,2155.0,2955.0,974.0,27.0,1996-06-30,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,112.419327,32.172905,583.0,0.0,
1_1_LT05_018032_19960716_0000000000000000000d,513.0,17,745.0,698.0,3076.0,2351.0,2947.0,1166.0,57.0,1996-07-16,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,114.612785,33.659069,289.0,0.0,
1_1_LT05_018032_19960817_0000000000000000000d,20000.0,17,4976.0,4780.0,6142.0,2843.0,2428.0,2197.0,85.0,1996-08-17,9.0,39.7927993049994,-81.53109548141512,2.0,LANDSAT_5,125.2033,38.828106,374.0,2.0,
1_1_LT05_018032_19960902_0000000000000000000d,481.0,17,700.0,502.0,3553.0,1614.0,2951.0,681.0,4.0,1996-09-02,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,131.955032,42.440823,386.0,0.0,
1_1_LT05_018032_19960918_0000000000000000000d,4322.0,17,4613.0,4954.0,6996.0,6548.0,2836.0,5321.0,20.0,1996-09-18,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,138.522141,46.697289,166.0,2.0,
1_1_LT05_018032_19970516_0000000000000000000d,2689.0,17,2947.0,3102.0,4925.0,4704.0,2766.0,3405.0,34.0,1997-05-16,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,124.610718,31.196941,57.0,2.0,
1_1_LT05_018032_19970703_0000000000000000000d,332.0,17,620.0,476.0,3306.0,1929.0,2977.0,846.0,26.0,1997-07-03,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,117.419029,29.564152,135.0,4.0,
1_1_LT05_018032_19970719_0000000000000000000d,441.0,17,700.0,576.0,3098.0,2039.0,2968.0,1016.0,0.0,1997-07-19,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,120.021118,31.32021,234.0,0.0,
1_1_LT05_018032_19970804_0000000000000000000d,20000.0,17,5150.0,5260.0,6591.0,5925.0,2860.0,4603.0,44.0,1997-08-04,9.0,39.7927993049994,-81.53109548141512,2.0,LANDSAT_5,124.868645,33.872475,287.0,2.0,
1_1_LT05_018032_19970905_0000000000000000000d,298.0,17,608.0,451.0,2738.0,1559.0,2933.0,793.0,0.0,1997-09-05,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,137.725143,41.174274,74.0,0.0,
1_1_LT05_018032_19970921_0000000000000000000d,236.0,17,299.0,198.0,1598.0,621.0,2879.0,266.0,45.0,1997-09-21,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,143.953827,45.800938,288.0,4.0,
1_1_LT05_018032_19980519_0000000000000000000d,401.0,17,712.0,546.0,3318.0,1814.0,2986.0,872.0,2.0,1998-05-19,7.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,126.949165,29.379639,187.0,0.0,
1_1_LT05_018032_19980604_0000000000000000000d,20000.0,17,5107.0,4966.0,6318.0,4534.0,2604.0,3695.0,75.0,1998-06-04,9.0,39.7927993049994,-81.53109548141512,2.0,LANDSAT_5,122.633583,27.684372,415.0,2.0,
1_1_LT05_018032_19980620_0000000000000000000d,392.0,17,713.0,581.0,3252.0,2088.0,2968.0,934.0,16.0,1998-06-20,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,120.077911,27.491943,145.0,0.0,
1_1_LT05_018032_19980706_0000000000000000000d,312.0,17,509.0,385.0,2047.0,1042.0,2933.0,497.0,36.0,1998-07-06,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,120.222557,28.531586,203.0,1.0,
1_1_LT05_018032_19980722_0000000000000000000d,901.0,17,1113.0,946.0,3793.0,2159.0,2879.0,1142.0,57.0,1998-07-22,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,123.146637,30.525272,653.0,0.0,
1_1_LT05_018032_19980807_0000000000000000000d,605.0,17,799.0,702.0,3105.0,2162.0,2951.0,1041.0,43.0,1998-08-07,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,128.20195,33.334209,481.0,0.0,
1_1_LT05_018032_19980823_0000000000000000000d,521.0,17,564.0,408.0,1790.0,696.0,2964.0,279.0,19.0,1998-08-23,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,134.444672,36.89856,385.0,1.0,
1_1_LT05_018032_19980908_0000000000000000000d,441.0,17,684.0,531.0,3504.0,1798.0,2915.0,800.0,60.0,1998-09-08,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,140.905365,41.174393,273.0,0.0,
1_1_LT05_018032_19980924_0000000000000000000d,332.0,17,590.0,465.0,2823.0,1651.0,2915.0,690.0,10.0,1998-09-24,7.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,146.785889,46.030239,52.0,0.0,
1_1_LT05_018032_19990506_0000000000000000000d,862.0,17,1077.0,1028.0,3398.0,2195.0,2869.0,1149.0,28.0,1999-05-06,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,131.200089,31.880608,195.0,0.0,
1_1_LT05_018032_19990607_0000000000000000000d,623.0,17,892.0,705.0,3748.0,1893.0,2998.0,900.0,23.0,1999-06-07,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,122.089233,27.524498,575.0,0.0,
1_1_LT05_018032_19990623_0000000000000000000d,1023.0,17,1207.0,1223.0,3450.0,2219.0,2797.0,1263.0,14.0,1999-06-23,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,119.827232,27.628757,351.0,4.0,
1_1_LT05_018032_19990709_0000000000000000000d,2154.0,17,2241.0,2124.0,4202.0,2390.0,2651.0,1539.0,51.0,1999-07-09,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,120.356499,28.905769,577.0,2.0,
1_1_LT05_018032_19990725_0000000000000000000d,421.0,17,637.0,642.0,2766.0,2295.0,3044.0,1256.0,7.0,1999-07-25,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,123.603027,31.111519,139.0,0.0,
1_1_LT05_018032_19990810_0000000000000000000d,3045.0,17,3254.0,3176.0,4989.0,3725.0,2591.0,3055.0,94.0,1999-08-10,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,128.826965,34.09758,294.0,2.0,
1_1_LT05_018032_19990911_0000000000000000000d,349.0,17,628.0,501.0,2660.0,1862.0,2964.0,989.0,0.0,1999-09-11,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,141.321869,42.210136,47.0,0.0,
1_1_LT05_018032_19990927_0000000000000000000d,1883.0,17,2009.0,1912.0,2971.0,1430.0,2735.0,903.0,79.0,1999-09-27,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,146.972382,47.15044,174.0,2.0,
1_1_LT05_018032_20000524_0000000000000000000d,613.0,17,902.0,658.0,4381.0,1922.0,2911.0,877.0,44.0,2000-05-24,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,124.681519,28.919189,340.0,0.0,
1_1_LT05_018032_20000609_0000000000000000000d,379.0,17,691.0,564.0,3297.0,1874.0,2986.0,901.0,13.0,2000-06-09,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,120.887733,27.748505,193.0,0.0,
1_1_LT05_018032_20000727_0000000000000000000d,524.0,17,737.0,616.0,3518.0,2084.0,2955.0,977.0,21.0,2000-07-27,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,124.280052,31.601868,560.0,0.0,
1_1_LT05_018032_20000812_0000000000000000000d,479.0,17,751.0,564.0,4040.0,2096.0,2947.0,933.0,30.0,2000-08-12,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,129.927017,34.641148,288.0,4.0,
1_1_LT05_018032_20000828_0000000000000000000d,426.0,17,674.0,532.0,3302.0,1820.0,2933.0,798.0,43.0,2000-08-28,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,136.399536,38.417862,288.0,0.0,
1_1_LT05_018032_20000913_0000000000000000000d,3218.0,17,3465.0,3467.0,5045.0,4513.0,2836.0,3878.0,16.0,2000-09-13,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,142.796509,42.879673,244.0,2.0,
1_1_LT05_018032_20010511_0000000000000000000d,707.0,17,991.0,856.0,3483.0,1883.0,2846.0,965.0,34.0,2001-05-11,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,130.208481,30.403072,371.0,0.0,
1_1_LT05_018032_20010612_0000000000000000000d,822.0,17,1110.0,889.0,4112.0,2012.0,2807.0,1027.0,64.0,2001-06-12,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,121.83548,27.058044,383.0,0.0,
1_1_LT05_018032_20010628_0000000000000000000d,438.0,17,692.0,622.0,3365.0,1988.0,2986.0,1027.0,5.0,2001-06-28,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,120.496635,27.569077,325.0,0.0,
1_1_LT05_018032_20010714_0000000000000000000d,390.0,17,672.0,579.0,3158.0,1987.0,2981.0,1032.0,9.0,2001-07-14,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,122.053452,29.165569,79.0,0.0,
1_1_LT05_018032_20010730_0000000000000000000d,437.0,17,757.0,607.0,3259.0,1855.0,2947.0,846.0,14.0,2001-07-30,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,126.138435,31.638695,288.0,0.0,
1_1_LT05_018032_20010815_0000000000000000000d,344.0,17,595.0,447.0,3129.0,1815.0,2977.0,850.0,0.0,2001-08-15,7.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,131.865387,34.889668,144.0,0.0,
1_1_LT05_018032_20010916_0000000000000000000d,325.0,17,607.0,446.0,2859.0,1802.0,2929.0,779.0,0.0,2001-09-16,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,144.41124,43.517025,41.0,0.0,
1_1_LT05_018032_20020514_0000000000000000000d,648.0,17,966.0,794.0,3268.0,1725.0,2860.0,842.0,60.0,2002-05-14,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,128.08017,30.402626,383.0,0.0,
1_1_LT05_018032_20020701_0000000000000000000d,597.0,17,852.0,656.0,4039.0,1962.0,2964.0,856.0,15.0,2002-07-01,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,118.99688,28.544235,772.0,0.0,
1_1_LT05_018032_20020717_0000000000000000000d,575.0,17,809.0,714.0,3377.0,2190.0,2986.0,1153.0,38.0,2002-07-17,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,120.918594,30.352863,451.0,0.0,
1_1_LT05_018032_20020802_0000000000000000000d,852.0,17,1007.0,905.0,2798.0,1651.0,2846.0,949.0,51.0,2002-08-02,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,125.218193,32.971756,378.0,0.0,
1_1_LT05_018032_20020818_0000000000000000000d,1041.0,17,907.0,685.0,1727.0,595.0,2955.0,270.0,53.0,2002-08-18,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,131.001801,36.338932,824.0,4.0,
1_1_LT05_018032_20020903_0000000000000000000d,674.0,17,868.0,908.0,2814.0,2216.0,2947.0,1206.0,12.0,2002-09-03,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,137.328506,40.406235,349.0,0.0,
1_1_LT05_018032_20020919_0000000000000000000d,20000.0,17,6660.0,6648.0,7267.0,6167.0,2888.0,4809.0,36.0,2002-09-19,9.0,39.7927993049994,-81.53109548141512,2.0,LANDSAT_5,143.348282,45.0928,284.0,34.0,
1_1_LT05_018032_20030501_0000000000000000000d,1308.0,17,1498.0,1322.0,3929.0,2158.0,2761.0,1253.0,89.0,2003-05-01,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,131.383804,33.597439,576.0,0.0,
1_1_LT05_018032_20030517_0000000000000000000d,20000.0,17,20000.0,20000.0,20000.0,2929.0,2348.0,2465.0,91.0,2003-05-17,9.0,39.7927993049994,-81.53109548141512,30.0,LANDSAT_5,126.764832,30.099056,457.0,34.0,
1_1_LT05_018032_20030602_0000000000000000000d,387.0,17,627.0,442.0,3878.0,1388.0,2920.0,649.0,0.0,2003-06-02,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,122.367088,28.178085,288.0,0.0,
1_1_LT05_018032_20030704_0000000000000000000d,954.0,17,1173.0,944.0,3881.0,1787.0,2920.0,901.0,33.0,2003-07-04,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,119.377617,28.647583,827.0,0.0,
1_1_LT05_018032_20030720_0000000000000000000d,345.0,17,627.0,478.0,3373.0,1641.0,2955.0,756.0,11.0,2003-07-20,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,121.989555,30.490093,157.0,0.0,
1_1_LT05_018032_20030821_0000000000000000000d,822.0,17,936.0,670.0,3824.0,1714.0,2964.0,770.0,22.0,2003-08-21,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,133.044357,36.577232,776.0,0.0,
1_1_LT05_018032_20040604_0000000000000000000d,399.0,17,771.0,566.0,3981.0,1686.0,2897.0,688.0,80.0,2004-06-04,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,123.753212,27.099422,177.0,0.0,
1_1_LT05_018032_20040620_0000000000000000000d,301.0,17,628.0,456.0,3738.0,1742.0,2920.0,740.0,26.0,2004-06-20,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,121.318222,26.900196,127.0,0.0,
1_1_LT05_018032_20040706_0000000000000000000d,1355.0,17,1651.0,1519.0,4339.0,2624.0,2911.0,1425.0,66.0,2004-07-06,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,121.646767,27.931957,288.0,0.0,
1_1_LT05_018032_20040807_0000000000000000000d,347.0,17,633.0,511.0,3291.0,1868.0,2955.0,899.0,24.0,2004-08-07,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,129.963074,32.774181,94.0,0.0,
1_1_LT05_018032_20040823_0000000000000000000d,419.0,17,643.0,511.0,3463.0,1760.0,2964.0,772.0,0.0,2004-08-23,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,136.298416,36.398022,288.0,0.0,
1_1_LT05_018032_20040924_0000000000000000000d,2092.0,17,2274.0,2119.0,4046.0,2232.0,2591.0,1454.0,49.0,2004-09-24,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,148.643967,45.668468,320.0,2.0,
1_1_LT05_018032_20050506_0000000000000000000d,623.0,17,892.0,776.0,3131.0,2281.0,2942.0,1140.0,46.0,2005-05-06,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,134.356644,30.491039,289.0,0.0,
1_1_LT05_018032_20050522_0000000000000000000d,839.0,17,1077.0,924.0,4030.0,2190.0,2846.0,1233.0,22.0,2005-05-22,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,129.668045,27.439236,336.0,0.0,
1_1_LT05_018032_20050607_0000000000000000000d,839.0,17,1126.0,966.0,4125.0,2042.0,2807.0,1107.0,13.0,2005-06-07,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,125.499947,26.00861,388.0,0.0,
1_1_LT05_018032_20050623_0000000000000000000d,356.0,17,615.0,505.0,3454.0,1918.0,2998.0,899.0,2.0,2005-06-23,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,123.294151,26.073574,143.0,0.0,
1_1_LT05_018032_20050709_0000000000000000000d,433.0,17,693.0,624.0,3077.0,1964.0,3002.0,1001.0,15.0,2005-07-09,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,123.928871,27.353355,198.0,0.0,
1_1_LT05_018032_20050725_0000000000000000000d,664.0,17,872.0,767.0,2450.0,1537.0,3002.0,805.0,57.0,2005-07-25,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,127.350983,29.599449,343.0,8.0,
1_1_LT05_018032_20050810_0000000000000000000d,553.0,17,845.0,910.0,2815.0,2556.0,3060.0,1287.0,20.0,2005-08-10,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,132.717896,32.689747,284.0,0.0,
1_1_LT05_018032_20050911_0000000000000000000d,416.0,17,591.0,541.0,2833.0,1930.0,2981.0,891.0,0.0,2005-09-11,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,145.238541,41.12405,210.0,0.0,
1_1_LT05_018032_20050927_0000000000000000000d,2282.0,17,2472.0,2494.0,3904.0,3261.0,2836.0,2420.0,10.0,2005-09-27,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,150.738556,46.221455,93.0,2.0,
1_1_LT05_018032_20060509_0000000000000000000d,1143.0,17,1529.0,1299.0,3634.0,2407.0,2879.0,1587.0,13.0,2006-05-09,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,135.488678,29.192726,124.0,8.0,
1_1_LT05_018032_20060525_0000000000000000000d,20000.0,17,7586.0,7646.0,8507.0,20000.0,2850.0,6316.0,68.0,2006-05-25,9.0,39.7927993049994,-81.53109548141512,34.0,LANDSAT_5,130.875793,26.346188,771.0,34.0,
1_1_LT05_018032_20060813_0000000000000000000d,423.0,17,632.0,607.0,3133.0,1932.0,2981.0,905.0,0.0,2006-08-13,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,135.825333,32.530365,289.0,0.0,
1_1_LT05_018032_20070512_0000000000000000000d,419.0,17,738.0,543.0,3191.0,1739.0,2994.0,859.0,19.0,2007-05-12,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,135.543701,28.344475,150.0,0.0,
1_1_LT05_018032_20070528_0000000000000000000d,2436.0,17,2596.0,2358.0,4687.0,2762.0,2663.0,1900.0,46.0,2007-05-28,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,130.811096,25.800827,578.0,2.0,
1_1_LT05_018032_20070613_0000000000000000000d,1594.0,17,1790.0,1651.0,4102.0,2162.0,2669.0,1315.0,48.0,2007-06-13,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,126.994812,24.885269,431.0,2.0,
1_1_LT05_018032_20070715_0000000000000000000d,3954.0,17,4057.0,3834.0,5605.0,4258.0,2816.0,3465.0,56.0,2007-07-15,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,127.083656,27.105568,769.0,2.0,
1_1_LT05_018032_20070731_0000000000000000000d,353.0,17,641.0,490.0,3461.0,1923.0,2990.0,890.0,0.0,2007-07-31,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,131.185562,29.727253,192.0,0.0,
1_1_LT05_018032_20070816_0000000000000000000d,1888.0,17,2009.0,1644.0,4718.0,2647.0,2888.0,1412.0,45.0,2007-08-16,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,136.876389,33.185921,1194.0,2.0,
1_1_LT05_018032_20070901_0000000000000000000d,351.0,17,599.0,484.0,2897.0,1816.0,2964.0,789.0,0.0,2007-09-01,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,143.10498,37.416241,67.0,0.0,
1_1_LT05_018032_20070917_0000000000000000000d,318.0,17,581.0,463.0,2714.0,1789.0,2942.0,877.0,0.0,2007-09-17,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,148.992661,42.30019,51.0,0.0,
1_1_LT05_018032_20080530_0000000000000000000d,405.0,17,719.0,532.0,3260.0,1744.0,2964.0,850.0,9.0,2008-05-30,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,127.56414,26.433811,149.0,0.0,
1_1_LT05_018032_20080615_0000000000000000000d,322.0,17,655.0,477.0,3593.0,1820.0,2994.0,808.0,2.0,2008-06-15,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,124.012047,25.88549,142.0,0.0,
1_1_LT05_018032_20080701_0000000000000000000d,372.0,17,719.0,557.0,3487.0,1730.0,2960.0,777.0,14.0,2008-07-01,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,123.03598,26.70121,98.0,0.0,
1_1_LT05_018032_20080717_0000000000000000000d,464.0,17,748.0,572.0,3623.0,1835.0,2977.0,825.0,8.0,2008-07-17,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,124.994331,28.589397,304.0,0.0,
1_1_LT05_018032_20080802_0000000000000000000d,715.0,17,914.0,731.0,3829.0,2093.0,2964.0,945.0,33.0,2008-08-02,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,129.339478,31.344311,300.0,0.0,
1_1_LT05_018032_20080818_0000000000000000000d,381.0,17,634.0,576.0,2982.0,1938.0,2990.0,897.0,3.0,2008-08-18,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,135.117142,34.887047,144.0,0.0,
1_1_LT05_018032_20080903_0000000000000000000d,516.0,17,746.0,663.0,2964.0,2030.0,2986.0,1004.0,1.0,2008-09-03,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,141.318237,39.161839,340.0,0.0,
1_1_LT05_018032_20080919_0000000000000000000d,367.0,17,613.0,557.0,2478.0,1869.0,2955.0,957.0,3.0,2008-09-19,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,147.126022,44.045654,150.0,0.0,
1_1_LT05_018032_20090517_0000000000000000000d,396.0,17,710.0,560.0,3171.0,1817.0,2883.0,896.0,33.0,2009-05-17,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,131.358444,28.13839,144.0,0.0,
1_1_LT05_018032_20090602_0000000000000000000d,473.0,17,792.0,583.0,3690.0,1929.0,2938.0,893.0,53.0,2009-06-02,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,126.91407,26.168823,194.0,0.0,
1_1_LT05_018032_20090704_0000000000000000000d,2027.0,17,2001.0,1977.0,4282.0,2529.0,2797.0,1590.0,71.0,2009-07-04,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,123.807106,26.67075,506.0,8.0,
1_1_LT05_018032_20090720_0000000000000000000d,20000.0,17,7101.0,7062.0,7548.0,5000.0,2610.0,3419.0,69.0,2009-07-20,9.0,39.7927993049994,-81.53109548141512,2.0,LANDSAT_5,126.484413,28.612106,386.0,34.0,
1_1_LT05_018032_20090805_0000000000000000000d,20000.0,17,20000.0,20000.0,9710.0,5493.0,2604.0,3772.0,88.0,2009-08-05,9.0,39.7927993049994,-81.53109548141512,14.0,LANDSAT_5,131.409119,31.431683,768.0,34.0,
1_1_LT05_018032_20090821_0000000000000000000d,1484.0,17,1646.0,1519.0,2919.0,2060.0,2893.0,1332.0,38.0,2009-08-21,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,137.574768,35.055923,289.0,8.0,
1_1_LT05_018032_20090906_0000000000000000000d,480.0,17,637.0,607.0,3280.0,2082.0,2942.0,1002.0,28.0,2009-09-06,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,143.968033,39.425671,284.0,0.0,
1_1_LT05_018032_20100520_0000000000000000000d,868.0,17,1041.0,912.0,3723.0,1811.0,2745.0,982.0,6.0,2010-05-20,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,131.657257,27.288738,266.0,0.0,
1_1_LT05_018032_20100621_0000000000000000000d,541.0,17,838.0,681.0,4025.0,1994.0,2911.0,970.0,9.0,2010-06-21,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,124.590462,25.512123,266.0,0.0,
1_1_LT05_018032_20100707_0000000000000000000d,493.0,17,654.0,495.0,1828.0,687.0,2977.0,248.0,15.0,2010-07-07,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,124.739799,26.665188,385.0,8.0,
1_1_LT05_018032_20100723_0000000000000000000d,653.0,17,852.0,685.0,3161.0,1798.0,2955.0,845.0,43.0,2010-07-23,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,127.725586,28.830517,379.0,0.0,
1_1_LT05_018032_20100808_0000000000000000000d,344.0,17,640.0,487.0,3341.0,1962.0,2986.0,908.0,0.0,2010-08-08,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,132.821579,31.853584,147.0,0.0,
1_1_LT05_018032_20100925_0000000000000000000d,588.0,17,775.0,749.0,2624.0,2124.0,2920.0,1161.0,21.0,2010-09-25,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,150.710175,45.300217,9.0,8.0,
1_1_LT05_018032_20110507_0000000000000000000d,20000.0,17,5019.0,4964.0,5715.0,4758.0,2540.0,4043.0,55.0,2011-05-07,9.0,39.7927993049994,-81.53109548141512,2.0,LANDSAT_5,135.100937,30.0583,227.0,2.0,
1_1_LT05_018032_20110608_0000000000000000000d,494.0,17,754.0,550.0,3768.0,1866.0,2960.0,830.0,8.0,2011-06-08,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,126.107658,25.70388,288.0,0.0,
1_1_LT05_018032_20110710_0000000000000000000d,382.0,17,602.0,505.0,3794.0,1952.0,2994.0,870.0,0.0,2011-07-10,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,124.541924,27.19582,144.0,0.0,
1_1_LT05_018032_20110726_0000000000000000000d,795.0,17,1051.0,856.0,4080.0,2468.0,2960.0,1219.0,17.0,2011-07-26,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,127.947868,29.509029,312.0,8.0,
1_1_LT05_018032_20110811_0000000000000000000d,401.0,17,615.0,495.0,3513.0,1973.0,2955.0,865.0,31.0,2011-08-11,9.0,39.7927993049994,-81.53109548141512,0.0,LANDSAT_5,133.283981,32.666447,236.0,0.0,
