system:index,B1_median,B2_count,B2_median,B3_median,B4_median,B5_median,B6_median,B7_median,NO3,cloud_cover,date,elev,img_qual,lat,lon,ppt,radsat_qa_median,sensor,solar_az,solar_zen,sr_atmos_opacity_median,sr_cloud_qa_median,.geo
1_1_LT05_031026_19950911_00000000000000000002,615.0,15,877.0,885.0,2836.0,2649.0,2911.0,1448.0,0.97,52.0,1995-09-11,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,138.734528,51.674316,93.0,0.0,
1_1_LT05_031026_19950927_00000000000000000002,474.0,15,761.0,844.0,2295.0,2425.0,2947.0,1304.0,0.97,0.0,1995-09-27,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,143.237244,56.815414,9.0,0.0,
1_1_LT05_031026_19960609_00000000000000000002,522.0,15,904.0,916.0,2673.0,2906.0,3036.0,1752.0,0.97,8.0,1996-06-09,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,127.943932,34.552475,76.0,0.0,
1_1_LT05_031026_19960812_00000000000000000002,834.0,15,1110.0,1034.0,3017.0,2455.0,2920.0,1413.0,0.97,44.0,1996-08-12,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,134.301544,41.825153,226.0,0.0,
1_1_LT05_031026_19960828_00000000000000000002,514.0,15,819.0,836.0,2562.0,2574.0,2986.0,1459.0,0.97,1.0,1996-08-28,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,139.302826,45.996655,127.0,0.0,
1_1_LT05_031026_19960913_00000000000000000002,509.0,15,752.0,863.0,2342.0,2601.0,2942.0,1531.0,0.97,5.0,1996-09-13,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,144.429855,50.785542,12.0,0.0,
1_1_LT05_031026_19970511_00000000000000000002,1053.0,15,1287.0,1512.0,2558.0,3233.0,2781.0,2149.0,0.97,25.0,1997-05-11,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,138.787888,36.60593,117.0,0.0,
1_1_LT05_031026_19970527_00000000000000000002,736.0,15,940.0,1147.0,2556.0,3254.0,3002.0,2097.0,0.97,10.0,1997-05-27,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,135.930374,33.663631,19.0,4.0,
1_1_LT05_031026_19970612_00000000000000000002,727.0,15,1086.0,1282.0,2684.0,3474.0,3064.0,2090.0,0.97,10.0,1997-06-12,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,133.45575,32.368,140.0,0.0,
1_1_LT05_031026_19970916_00000000000000000002,541.0,15,754.0,941.0,2278.0,2722.0,2938.0,1545.0,0.97,0.0,1997-09-16,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,149.616547,50.39666,9.0,0.0,
1_1_LT05_031026_19980717_00000000000000000002,475.0,15,732.0,781.0,2529.0,2501.0,3002.0,1429.0,0.97,10.0,1998-07-17,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,136.195892,33.864838,70.0,0.0,
1_1_LT05_031026_19980903_00000000000000000002,573.0,15,845.0,816.0,2421.0,2502.0,2955.0,1538.0,0.97,3.0,1998-09-03,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,147.736496,45.600525,180.0,0.0,
1_1_LT05_031026_19990501_00000000000000000002,827.0,15,1092.0,1236.0,2130.0,3132.0,2960.0,2168.0,0.97,6.0,1999-05-01,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,144.073395,38.348507,103.0,4.0,
1_1_LT05_031026_19990602_00000000000000000002,646.0,15,789.0,761.0,2136.0,1613.0,2938.0,947.0,0.97,41.0,1999-06-02,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,138.251709,32.068886,339.0,0.0,
1_1_LT05_031026_19990618_00000000000000000002,526.0,15,884.0,867.0,2846.0,2621.0,3007.0,1558.0,0.97,20.0,1999-06-18,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,135.85141,31.378986,128.0,0.0,
1_1_LT05_031026_19990704_00000000000000000002,495.0,15,896.0,820.0,2765.0,2452.0,2942.0,1361.0,0.97,51.0,1999-07-04,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,135.060669,32.24514,109.0,0.0,
1_1_LT05_031026_19990720_00000000000000000002,1027.0,15,1348.0,1281.0,3444.0,2728.0,2938.0,1600.0,0.97,50.0,1999-07-20,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,136.267273,34.430283,301.0,0.0,
1_1_LT05_031026_19990805_00000000000000000002,516.0,15,829.0,862.0,2611.0,2592.0,3036.0,1497.0,0.97,0.0,1999-08-05,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,139.25705,37.681568,58.0,0.0,
1_1_LT05_031026_19990906_00000000000000000002,469.0,15,672.0,714.0,2188.0,2349.0,2920.0,1323.0,0.97,4.0,1999-09-06,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,147.920349,46.647762,32.0,0.0,
1_1_LT05_031026_19990922_00000000000000000002,705.0,15,924.0,968.0,2401.0,2712.0,2947.0,1691.0,0.97,27.0,1999-09-22,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,152.241562,51.985497,25.0,0.0,
1_1_LT05_031026_20000503_00000000000000000002,971.0,15,1270.0,1539.0,2603.0,3479.0,3002.0,2283.0,0.97,8.0,2000-05-03,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,142.54985,37.860981,82.0,4.0,
1_1_LT05_031026_20000807_00000000000000000002,598.0,15,874.0,899.0,2509.0,2659.0,2977.0,1504.0,0.97,27.0,2000-08-07,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,139.945572,38.303661,81.0,0.0,
1_1_LT05_031026_20000823_00000000000000000002,426.0,15,696.0,692.0,2239.0,2406.0,2986.0,1329.0,0.97,0.0,2000-08-23,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,144.381699,42.516499,13.0,0.0,
1_1_LT05_031026_20000908_00000000000000000002,439.0,15,639.0,610.0,2252.0,2092.0,2933.0,1183.0,0.97,0.0,2000-09-08,306,7.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,149.096161,47.432705,34.0,0.0,
1_1_LT05_031026_20000924_00000000000000000002,427.0,15,646.0,700.0,2135.0,2229.0,2860.0,1208.0,0.97,4.0,2000-09-24,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,153.46608,52.807579,9.0,0.0,
1_1_LT05_031026_20010709_00000000000000000002,457.0,15,864.0,917.0,2630.0,2659.0,3064.0,1511.0,0.97,0.0,2001-07-09,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,136.189178,32.578629,73.0,0.0,
1_1_LT05_031026_20010810_00000000000000000002,494.0,15,740.0,724.0,2406.0,2397.0,2973.0,1339.0,0.97,0.0,2001-08-10,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,141.557617,38.718956,127.0,0.0,
1_1_LT05_031026_20010927_00000000000000000002,495.0,15,763.0,842.0,2076.0,2590.0,2938.0,1598.0,0.97,0.0,2001-09-27,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,154.580734,53.672325,9.0,0.0,
1_1_LT05_031026_20020626_00000000000000000002,479.0,15,763.0,742.0,2626.0,2506.0,3007.0,1382.0,0.97,1.0,2002-06-26,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,134.373749,31.916615,164.0,0.0,
1_1_LT05_031026_20020813_00000000000000000002,485.0,15,793.0,798.0,2296.0,2581.0,2977.0,1520.0,0.97,11.0,2002-08-13,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,140.321625,40.014439,40.0,0.0,
1_1_LT05_031026_20020930_00000000000000000002,534.0,15,750.0,834.0,2541.0,2350.0,2920.0,1365.0,0.97,24.0,2002-09-30,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,153.247177,55.128399,25.0,0.0,
1_1_LT05_031026_20030512_00000000000000000002,652.0,15,922.0,1019.0,2111.0,2810.0,2977.0,1838.0,0.97,0.0,2003-05-12,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,141.068756,35.79052,55.0,4.0,
1_1_LT05_031026_20030528_00000000000000000002,616.0,15,869.0,890.0,2449.0,2579.0,3023.0,1651.0,0.97,0.0,2003-05-28,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,138.195343,32.891331,258.0,0.0,
1_1_LT05_031026_20030613_00000000000000000002,455.0,15,730.0,743.0,2472.0,2365.0,2990.0,1377.0,0.97,1.0,2003-06-13,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,135.678604,31.646496,132.0,0.0,
1_1_LT05_031026_20030816_00000000000000000002,762.0,15,1062.0,1139.0,2558.0,2820.0,3044.0,1719.0,0.97,2.0,2003-08-16,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,141.976883,40.440022,353.0,0.0,
1_1_LT05_031026_20040514_00000000000000000002,811.0,15,1103.0,1191.0,2261.0,2947.0,2906.0,1951.0,0.97,11.0,2004-05-14,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,142.626663,34.610203,16.0,0.0,
1_1_LT05_031026_20040701_00000000000000000002,522.0,15,809.0,808.0,2552.0,2520.0,3007.0,1522.0,0.97,4.0,2004-07-01,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,136.696213,31.529099,102.0,0.0,
1_1_LT05_031026_20040717_00000000000000000002,521.0,15,790.0,698.0,2701.0,2280.0,3011.0,1342.0,0.97,6.0,2004-07-17,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,137.803894,33.479618,278.0,0.0,
1_1_LT05_031026_20040919_00000000000000000002,511.0,15,742.0,778.0,2223.0,2217.0,2981.0,1173.0,0.97,25.0,2004-09-19,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,153.967209,50.664078,61.0,0.0,
1_1_LT05_031026_20050517_00000000000000000002,1323.0,15,1524.0,1582.0,2725.0,3040.0,2836.0,1958.0,0.97,72.0,2005-05-17,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,144.677811,33.40369,287.0,0.0,
1_1_LT05_031026_20050618_00000000000000000002,535.0,15,854.0,754.0,2678.0,2382.0,2955.0,1407.0,0.97,1.0,2005-06-18,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,139.593353,30.307476,171.0,0.0,
1_1_LT05_031026_20050720_00000000000000000002,434.0,15,648.0,618.0,2732.0,2182.0,3007.0,1189.0,0.97,19.0,2005-07-20,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,140.137787,33.397846,69.0,0.0,
1_1_LT05_031026_20050805_00000000000000000002,702.0,15,1001.0,999.0,2782.0,2507.0,2981.0,1665.0,0.97,1.0,2005-08-05,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,143.118332,36.720715,85.0,4.0,
1_1_LT05_031026_20050906_00000000000000000002,568.0,15,840.0,990.0,2305.0,2784.0,2968.0,1602.0,0.97,5.0,2005-09-06,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,151.656967,45.917221,12.0,0.0,
1_1_LT05_031026_20050922_00000000000000000002,544.0,15,814.0,913.0,2075.0,2551.0,2924.0,1493.0,0.97,4.0,2005-09-22,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,155.835876,51.373173,9.0,0.0,
1_1_LT05_031026_20060520_00000000000000000002,564.0,15,867.0,852.0,2534.0,2685.0,2964.0,1578.0,0.97,8.0,2006-05-20,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,146.169495,32.407764,12.0,0.0,
1_1_LT05_031026_20060707_00000000000000000002,623.0,15,934.0,1039.0,2700.0,2886.0,3015.0,1618.0,0.97,16.0,2006-07-07,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,141.06369,30.905819,199.0,0.0,
1_1_LT05_031026_20060808_00000000000000000002,565.0,15,836.0,903.0,2509.0,2785.0,3011.0,1730.0,0.97,22.0,2006-08-08,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,145.818024,36.852417,133.0,0.0,
1_1_LT05_031026_20060925_00000000000000000002,510.0,15,731.0,767.0,2117.0,2274.0,2897.0,1382.0,0.97,27.0,2006-09-25,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,158.337021,51.959858,14.0,0.0,
1_1_LT05_031026_20070507_00000000000000000002,650.0,15,983.0,1100.0,2211.0,2917.0,2968.0,1819.0,0.97,32.0,2007-05-07,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,149.032944,35.243916,32.0,4.0,
1_1_LT05_031026_20070608_00000000000000000002,511.0,15,854.0,810.0,2619.0,2447.0,2960.0,1411.0,0.97,3.0,2007-06-08,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,143.620926,29.945671,172.0,0.0,
1_1_LT05_031026_20070726_00000000000000000002,479.0,15,839.0,806.0,2994.0,2462.0,2973.0,1306.0,0.97,6.0,2007-07-26,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,143.196243,33.83596,104.0,0.0,
1_1_LT05_031026_20070811_00000000000000000002,490.0,15,822.0,758.0,2658.0,2272.0,2973.0,1207.0,0.97,0.0,2007-08-11,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,146.478699,37.559498,229.0,0.0,
1_1_LT05_031026_20070912_00000000000000000002,536.0,15,780.0,801.0,2188.0,2505.0,2902.0,1411.0,0.97,5.0,2007-09-12,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,154.845856,47.369278,13.0,0.0,
1_1_LT05_031026_20070928_00000000000000000002,458.0,15,696.0,786.0,1795.0,2041.0,2893.0,1042.0,0.97,16.0,2007-09-28,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,158.64946,53.0033,10.0,0.0,
1_1_LT05_031026_20080813_00000000000000000002,567.0,15,884.0,875.0,2573.0,2361.0,2942.0,1289.0,0.97,21.0,2008-08-13,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,144.391113,39.019855,85.0,0.0,
1_1_LT05_031026_20080829_00000000000000000002,437.0,15,755.0,739.0,2352.0,2269.0,2960.0,1427.0,0.97,0.0,2008-08-29,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,148.60994,43.670704,36.0,0.0,
1_1_LT05_031026_20080930_00000000000000000002,491.0,15,683.0,779.0,2284.0,2163.0,2883.0,1188.0,0.97,0.0,2008-09-30,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,156.628311,54.549221,9.0,0.0,
1_1_LT05_031026_20090613_00000000000000000002,609.0,15,909.0,946.0,2601.0,2659.0,2964.0,1523.0,0.97,2.0,2009-06-13,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,140.528183,30.257946,122.0,4.0,
1_1_LT05_031026_20090901_00000000000000000002,531.0,15,812.0,754.0,2394.0,2397.0,2968.0,1389.0,0.97,0.0,2009-09-01,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,150.861298,44.161777,146.0,0.0,
1_1_LT05_031026_20090917_00000000000000000002,471.0,15,687.0,697.0,2319.0,2197.0,2955.0,1217.0,0.97,0.0,2009-09-17,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,155.20932,49.498528,99.0,0.0,
1_1_LT05_031026_20100515_00000000000000000002,652.0,15,890.0,959.0,2327.0,2613.0,2994.0,1553.0,0.97,1.0,2010-05-15,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,146.384308,33.556423,62.0,4.0,
1_1_LT05_031026_20100531_00000000000000000002,738.0,11,1067.0,1041.0,3440.0,2945.0,2938.0,1673.0,0.97,25.0,2010-05-31,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,143.542175,30.932522,146.0,0.0,
1_1_LT05_031026_20100616_00000000000000000002,434.0,15,753.0,702.0,2679.0,2255.0,2986.0,1356.0,0.97,12.0,2010-06-16,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,141.072418,29.990734,93.0,0.0,
1_1_LT05_031026_20100718_00000000000000000002,604.0,15,946.0,918.0,5288.0,2758.0,2998.0,1601.0,0.97,7.0,2010-07-18,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,140.88028,32.733955,92.0,0.0,
1_1_LT05_031026_20100803_00000000000000000002,460.0,15,787.0,696.0,2649.0,2313.0,2990.0,1286.0,0.97,1.0,2010-08-03,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,143.566406,35.950386,122.0,0.0,
1_1_LT05_031026_20100819_00000000000000000002,659.0,15,918.0,870.0,2777.0,2219.0,2960.0,1188.0,0.97,5.0,2010-08-19,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,147.435516,40.10828,365.0,0.0,
1_1_LT05_031026_20100904_00000000000000000002,575.0,13,828.0,869.0,2660.0,2670.0,2906.0,1421.0,0.97,4.0,2010-09-04,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,151.788208,45.017982,14.0,0.0,
1_1_LT05_031026_20110502_00000000000000000002,585.0,15,897.0,1001.0,2108.0,2538.0,2888.0,1629.0,0.97,1.0,2011-05-02,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,147.985489,36.994823,9.0,0.0,
1_1_LT05_031026_20110518_00000000000000000002,559.0,15,804.0,861.0,2286.0,2488.0,2998.0,1509.0,0.97,0.0,2011-05-18,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,145.408554,33.097805,9.0,4.0,
1_1_LT05_031026_20110603_00000000000000000002,456.0,15,776.0,750.0,2642.0,2257.0,2994.0,1322.0,0.97,0.0,2011-06-03,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,142.526535,30.775734,38.0,4.0,
1_1_LT05_031026_20110705_00000000000000000002,473.0,15,742.0,662.0,2651.0,2025.0,3002.0,1143.0,0.97,7.0,2011-07-05,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,139.460342,31.07917,42.0,0.0,
1_1_LT05_031026_20110721_00000000000000000002,416.0,15,698.0,718.0,2606.0,2369.0,3015.0,1288.0,0.97,0.0,2011-07-21,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,140.679077,33.362629,42.0,0.0,
1_1_LT05_031026_20110822_00000000000000000002,580.0,15,867.0,934.0,2564.0,2569.0,3011.0,1463.0,0.97,5.0,2011-08-22,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,147.643875,41.043011,132.0,0.0,
1_1_LT05_031026_20110907_00000000000000000002,496.0,15,748.0,811.0,2140.0,2273.0,2994.0,1422.0,0.97,0.0,2011-09-07,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,152.00412,46.046413,24.0,0.0,
1_1_LT05_031026_20110923_00000000000000000002,496.0,15,766.0,798.0,1963.0,2075.0,2850.0,1214.0,0.97,1.0,2011-09-23,306,9.0,48.78200367796518,-97.75460271225779,10.92,0.0,LANDSAT_5,156.09552,51.534283,20.0,0.0,
1_1_LT05_031027_19840523_00000000000000000003,597.0,15,955.0,998.0,2715.0,2856.0,2981.0,1760.0,0.66,1.0,1984-05-23,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,134.068893,33.57568,18.0,0.0,
1_1_LT05_031027_19840624_00000000000000000003,404.0,15,695.0,586.0,3329.0,2296.0,2990.0,1136.0,0.66,0.0,1984-06-24,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,129.492691,31.974716,59.0,0.0,
1_1_LT05_031027_19840726_00000000000000000003,458.0,15,732.0,776.0,3272.0,2430.0,2998.0,1241.0,0.66,1.0,1984-07-26,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,132.329239,35.868603,77.0,0.0,
1_1_LT05_031027_19840811_00000000000000000003,484.0,15,793.0,827.0,2758.0,2653.0,3015.0,1439.0,0.66,0.0,1984-08-11,578,7.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,136.393875,39.318172,21.0,0.0,
1_1_LT05_031027_19840928_00000000000000000003,664.0,15,920.0,1149.0,2307.0,3090.0,2841.0,1845.0,0.66,0.0,1984-09-28,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,150.866699,53.705177,9.0,0.0,
1_1_LT05_031027_19850526_00000000000000000003,610.0,15,971.0,1016.0,2885.0,3007.0,2968.0,1794.0,0.66,69.0,1985-05-26,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,134.293549,32.926762,89.0,0.0,
1_1_LT05_031027_19850814_00000000000000000003,544.0,15,813.0,940.0,2152.0,2847.0,2986.0,1922.0,0.66,1.0,1985-08-14,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,137.275909,39.954773,32.0,0.0,
1_1_LT05_031027_19860513_00000000000000000003,681.0,15,957.0,1090.0,2365.0,3080.0,2986.0,2004.0,0.66,3.0,1986-05-13,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,134.950531,35.955685,17.0,0.0,
1_1_LT05_031027_19860529_00000000000000000003,532.0,15,831.0,802.0,2717.0,2672.0,3036.0,1518.0,0.66,0.0,1986-05-29,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,131.465805,33.402748,84.0,0.0,
1_1_LT05_031027_19860614_00000000000000000003,439.0,15,763.0,739.0,2906.0,2447.0,2977.0,1347.0,0.66,2.0,1986-06-14,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,128.607956,32.490681,60.0,0.0,
1_1_LT05_031027_19860801_00000000000000000003,455.0,15,721.0,664.0,3004.0,2353.0,2933.0,1193.0,0.66,11.0,1986-08-01,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,131.155029,37.879597,115.0,0.0,
1_1_LT05_031027_19860817_00000000000000000003,443.0,15,727.0,636.0,2863.0,2326.0,2960.0,1158.0,0.66,5.0,1986-08-17,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,135.397232,41.628265,90.0,0.0,
1_1_LT05_031027_19870516_00000000000000000003,958.0,15,1283.0,1336.0,3605.0,3243.0,2929.0,1926.0,0.66,56.0,1987-05-16,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,134.270538,35.39669,280.0,0.0,
1_1_LT05_031027_19870617_00000000000000000003,389.0,15,701.0,626.0,3501.0,2114.0,2968.0,956.0,0.66,14.0,1987-06-17,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,128.809601,32.244919,162.0,0.0,
1_1_LT05_031027_19870703_00000000000000000003,392.0,15,668.0,622.0,3452.0,2202.0,3002.0,1045.0,0.66,1.0,1987-07-03,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,128.224686,32.96479,82.0,0.0,
1_1_LT05_031027_19880603_00000000000000000003,710.0,15,1058.0,1095.0,2897.0,3305.0,3060.0,1920.0,0.66,2.0,1988-06-03,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,132.806107,32.01704,82.0,4.0,
1_1_LT05_031027_19880619_00000000000000000003,623.0,15,924.0,1034.0,2841.0,3015.0,3092.0,1769.0,0.66,0.0,1988-06-19,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,130.576859,31.552536,67.0,0.0,
1_1_LT05_031027_19880705_00000000000000000003,698.0,15,1033.0,1142.0,3013.0,3063.0,3044.0,1792.0,0.66,5.0,1988-07-05,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,130.198654,32.550873,165.0,0.0,
1_1_LT05_031027_19880721_00000000000000000003,748.0,15,1076.0,1240.0,3007.0,3449.0,3076.0,2026.0,0.66,11.0,1988-07-21,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,131.947174,34.765804,117.0,0.0,
1_1_LT05_031027_19880806_00000000000000000003,710.0,15,1018.0,1196.0,2748.0,3435.0,3072.0,2266.0,0.66,28.0,1988-08-06,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,135.497437,37.966015,110.0,0.0,
1_1_LT05_031027_19880822_00000000000000000003,494.0,15,714.0,723.0,2773.0,2686.0,3002.0,1449.0,0.66,1.0,1988-08-22,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,140.141342,42.006638,55.0,0.0,
1_1_LT05_031027_19880923_00000000000000000003,542.0,15,772.0,812.0,2211.0,2760.0,2924.0,1614.0,0.66,0.0,1988-09-23,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,149.811478,51.942436,9.0,0.0,
1_1_LT05_031027_19890521_00000000000000000003,591.0,15,912.0,901.0,2568.0,2933.0,3007.0,1744.0,0.66,0.0,1989-05-21,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,134.608078,33.918201,88.0,0.0,
1_1_LT05_031027_19890606_00000000000000000003,478.0,15,740.0,657.0,2966.0,2408.0,3007.0,1333.0,0.66,20.0,1989-06-06,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,131.370636,32.165066,151.0,0.0,
1_1_LT05_031027_19890708_00000000000000000003,533.0,15,837.0,839.0,3001.0,2517.0,3044.0,1330.0,0.66,0.0,1989-07-08,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,129.16272,33.300724,105.0,0.0,
1_1_LT05_031027_19890724_00000000000000000003,678.0,15,990.0,979.0,2995.0,2813.0,3032.0,1541.0,0.66,37.0,1989-07-24,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,131.171463,35.733334,239.0,0.0,
1_1_LT05_031027_19890809_00000000000000000003,536.0,15,758.0,859.0,2322.0,2661.0,3076.0,1527.0,0.66,0.0,1989-08-09,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,134.861023,39.109352,23.0,0.0,
1_1_LT05_031027_19890926_00000000000000000003,453.0,15,702.0,755.0,2240.0,2552.0,2879.0,1381.0,0.66,0.0,1989-09-26,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,148.99321,53.333405,9.0,0.0,
1_1_LT05_031027_19900508_00000000000000000003,729.0,15,953.0,1118.0,2192.0,3068.0,2955.0,2195.0,0.66,17.0,1990-05-08,578,9.0,47.12469850763304,-99.23809658262765,24.38,0.0,LANDSAT_5,134.551239,37.561798,8.0,0.0,
