"","system.index","B1_median","B2_count","B2_median","B3_median","B4_median","B5_median","cloud_cover","date","img_qual","lat","lon","radsat_qa_median","sensor","solar_az","solar_zen","sr_atmos_opacity_median","sr_cloud_qa_median",".geo","dvi","date1","year","prediction"
"14","1_1_LT05_011029_19880623_23",501,15,705,469,4155,1724,45,"23-06-88",9,45.1025647,-68.93595678,0,"LANDSAT_5",125.342369,30.398418,290,0,NA,3686,1988-06-23,1988,1.37297233333334
"15","1_1_LT05_011029_19880709_23",510,15,720,431,3856,1681,41,"09-07-88",9,45.1025647,-68.93595678,0,"LANDSAT_5",125.715736,31.705765,579,0,NA,3425,1988-07-09,1988,1.24263933333333
"16","1_1_LT05_011029_19880927_23",296,15,461,342,2615,1271,21,"27-09-88",9,45.1025647,-68.93595678,0,"LANDSAT_5",148.732803,51.11451,37,0,NA,2273,1988-09-27,1988,1.00380433333333
"17","1_1_LT05_011029_19890626_23",206,15,480,253,3724,1520,2,"26-06-89",7,45.1025647,-68.93595678,0,"LANDSAT_5",124.18293,30.99453,95,0,NA,3471,1989-06-26,1989,0.845095333333329
"18","1_1_LT05_011029_19890930_23",253,15,449,366,2647,1269,0,"30-09-89",7,45.1025647,-68.93595678,0,"LANDSAT_5",147.934998,52.539165,9,0,NA,2281,1989-09-30,1989,0.613537666666667
"93","1_1_LT05_012028_19840518_23",421,15,516,491,1245,631,4,"18-05-84",9,45.1025647,-68.93595678,0,"LANDSAT_5",132.963898,33.658184,37,1,NA,754,1984-05-18,1984,-1.757954
"94","1_1_LT05_012028_19870831_23",268,15,399,313,2997,1246,12,"31-08-87",9,45.1025647,-68.93595678,0,"LANDSAT_5",139.948288,43.820156,110,1,NA,2684,1987-08-31,1987,1.10941166666667
"95","1_1_LT05_012028_19870916_23",368,15,620,452,3439,1478,60,"16-09-87",9,45.1025647,-68.93595678,0,"LANDSAT_5",145.290527,48.644527,249,0,NA,2987,1987-09-16,1987,1.65085866666667
"121","1_1_LT05_012029_19840518_23",425,15,519,494,1244,631,5,"18-05-84",7,45.1025647,-68.93595678,0,"LANDSAT_5",130.761963,32.929779,30,1,NA,750,1984-05-18,1984,-1.384834
"122","1_1_LT05_012029_19840518_44",363,15,600,562,2244,1581,5,"18-05-84",7,44.1336316,-70.53734894,0,"LANDSAT_5",130.761963,32.929779,9,0,NA,1682,1984-05-18,1984,-0.525446666666666
"123","1_1_LT05_012029_19840603_44",358,15,686,466,3150,1451,9,"03-06-84",9,44.1336316,-70.53734894,0,"LANDSAT_5",127.199471,30.961369,84,0,NA,2684,1984-06-03,1984,-0.363884666666667
"124","1_1_LT05_012029_19840619_44",306,15,530,388,2114,626,34,"19-06-84",9,44.1336316,-70.53734894,0,"LANDSAT_5",124.892723,30.567986,144,1,NA,1726,1984-06-19,1984,0.169568666666667
"125","1_1_LT05_012029_19840721_44",634,15,818,594,3699,1594,46,"21-07-84",9,44.1336316,-70.53734894,0,"LANDSAT_5",126.952316,33.630074,384,0,NA,3105,1984-07-21,1984,1.06624266666667
"126","1_1_LT05_012029_19840923_44",528,15,735,631,3351,1681,55,"23-09-84",9,44.1336316,-70.53734894,0,"LANDSAT_5",147.283905,49.893696,184,0,NA,2720,1984-09-23,1984,-1.080835
"127","1_1_LT05_012029_19850622_44",260,15,510,309,3615,1526,2,"22-06-85",9,44.1336316,-70.53734894,0,"LANDSAT_5",125.236778,30.428726,96,0,NA,3306,1985-06-22,1985,0.818235666666663
"128","1_1_LT05_012029_19850724_44",231,15,431,295,3464,1455,0,"24-07-85",9,44.1336316,-70.53734894,0,"LANDSAT_5",127.807312,33.975273,9,0,NA,3169,1985-07-24,1985,1.29207933333333
"129","1_1_LT05_012029_19850809_44",230,15,451,302,3306,1452,12,"09-08-85",9,44.1336316,-70.53734894,0,"LANDSAT_5",132.08905,37.164944,131,0,NA,3004,1985-08-09,1985,1.23643833333333
"130","1_1_LT05_012029_19850926_44",318,15,535,418,2656,1229,9,"26-09-85",9,44.1336316,-70.53734894,0,"LANDSAT_5",147.888245,50.845825,290,0,NA,2238,1985-09-26,1985,-0.0385076666666664
"131","1_1_LT05_012029_19860609_44",259,15,515,344,3457,1515,10,"09-06-86",9,44.1336316,-70.53734894,0,"LANDSAT_5",124.577019,31.366829,9,0,NA,3113,1986-06-09,1986,0.815974666666664
"132","1_1_LT05_012029_19860625_44",287,12,607,385,3892,1600,79,"25-06-86",9,44.1336316,-70.53734894,0,"LANDSAT_5",122.718414,31.595257,86,0,NA,3507,1986-06-25,1986,0.409363
"133","1_1_LT05_012029_19860812_44",448,15,635,497,3387,1536,28,"12-08-86",9,44.1336316,-70.53734894,0,"LANDSAT_5",130.316208,38.889874,193,0,NA,2890,1986-08-12,1986,1.22818733333334
"134","1_1_LT05_012029_19860913_44",214,15,370,239,2747,1301,0,"13-09-86",9,44.1336316,-70.53734894,0,"LANDSAT_5",141.05368,47.566853,9,1,NA,2508,1986-09-13,1986,1.403647
"135","1_1_LT05_012029_19870511_44",385,15,598,530,2315,1649,22,"11-05-87",9,44.1336316,-70.53734894,0,"LANDSAT_5",131.217255,34.980053,72,0,NA,1785,1987-05-11,1987,0.287971666666665
"136","1_1_LT05_012029_19870628_44",313,15,534,382,3656,1462,64,"28-06-87",9,44.1336316,-70.53734894,0,"LANDSAT_5",123.330658,31.416035,189,0,NA,3274,1987-06-28,1987,0.488309666666666
"137","1_1_LT05_012029_19870815_23",1217,15,1328,1064,3576,1505,78,"15-08-87",9,45.1025647,-68.93595678,0,"LANDSAT_5",132.788498,38.840298,380,0,NA,2512,1987-08-15,1987,-1.659239
"138","1_1_LT05_012029_19870831_23",268,15,384,301,2989,1241,17,"31-08-87",7,45.1025647,-68.93595678,0,"LANDSAT_5",138.439865,42.940651,143,1,NA,2688,1987-08-31,1987,1.00738866666666
"139","1_1_LT05_012029_19870831_44",351,15,528,351,3319,1419,17,"31-08-87",7,44.1336316,-70.53734894,0,"LANDSAT_5",138.439865,42.940651,204,0,NA,2968,1987-08-31,1987,0.100887333333334
"140","1_1_LT05_012029_19870916_23",400,15,636,468,3365,1471,41,"16-09-87",9,45.1025647,-68.93595678,0,"LANDSAT_5",144.040756,47.653908,218,0,NA,2897,1987-09-16,1987,1.72875300000001
"141","1_1_LT05_012029_19870916_44",239,15,421,321,2782,1296,41,"16-09-87",9,44.1336316,-70.53734894,0,"LANDSAT_5",144.040756,47.653908,90,1,NA,2461,1987-09-16,1987,0.880416666666664
"142","1_1_LT05_012029_19880513_44",386,15,612,549,2114,1658,2,"13-05-88",9,44.1336316,-70.53734894,0,"LANDSAT_5",132.850189,33.537647,65,0,NA,1565,1988-05-13,1988,0.272871333333333
"143","1_1_LT05_012029_19880529_44",272,15,577,335,3060,1359,18,"29-05-88",9,44.1336316,-70.53734894,0,"LANDSAT_5",129.084335,31.072014,113,4,NA,2725,1988-05-29,1988,-0.813253666666667
"144","1_1_LT05_012029_19880614_44",463,15,721,491,3770,1652,3,"14-06-88",9,44.1336316,-70.53734894,0,"LANDSAT_5",126.186371,30.221939,289,0,NA,3279,1988-06-14,1988,0.707161333333331
"145","1_1_LT05_012029_19880902_44",467,15,613,369,3240,1379,3,"02-09-88",9,44.1336316,-70.53734894,0,"LANDSAT_5",140.678467,43.289108,579,0,NA,2871,1988-09-02,1988,0.534377333333333
"146","1_1_LT05_012029_19890516_44",551,15,764,718,2155,1553,37,"16-05-89",9,44.1336316,-70.53734894,0,"LANDSAT_5",131.446808,33.290741,269,0,NA,1437,1989-05-16,1989,0.138763333333333
"147","1_1_LT05_012029_19890719_44",399,15,648,448,3426,1456,37,"19-07-89",7,44.1336316,-70.53734894,0,"LANDSAT_5",125.891922,33.562286,307,0,NA,2978,1989-07-19,1989,1.38439
"148","1_1_LT05_012029_19890921_44",250,15,462,353,2588,1136,18,"21-09-89",9,44.1336316,-70.53734894,0,"LANDSAT_5",145.32402,49.586102,46,1,NA,2235,1989-09-21,1989,0.98923
"259","1_1_LT05_014033_19840905_27",386,16,713,522,3788,1828,27,"05-09-84",9,39.41440719,-76.37678815,0,"LANDSAT_5",135.293259,40.772808,185,0,NA,3266,1984-09-05,1984,1.137245
"260","1_1_LT05_014033_19840921_27",419,16,655,574,3420,1806,0,"21-09-84",9,39.41440719,-76.37678815,0,"LANDSAT_5",141.744141,45.257156,193,0,NA,2846,1984-09-21,1984,1.00680333333334
"275","1_1_LT05_015031_19840827_99",436,15,668,480,4673,1998,28,"27-08-84",9,42.14291585,-76.52205325,0,"LANDSAT_5",134.914413,40.074875,207,0,NA,4193,1984-08-27,1984,0.548116
"276","1_1_LT05_015031_19850729_99",370,15,556,398,4896,2067,26,"29-07-85",9,42.14291585,-76.52205325,0,"LANDSAT_5",124.616096,33.630264,289,0,NA,4498,1985-07-29,1985,1.18768733333333
"277","1_1_LT05_015031_19850915_99",990,15,1256,1093,4478,2905,7,"15-09-85",9,42.14291585,-76.52205325,0,"LANDSAT_5",141.928009,45.353886,86,0,NA,3385,1985-09-15,1985,-1.58196866666666
"278","1_1_LT05_015031_19860513_99",328,15,747,449,4080,2019,0,"13-05-86",7,42.14291585,-76.52205325,0,"LANDSAT_5",126.471916,33.124802,9,0,NA,3631,1986-05-13,1986,0.977597238095236
"279","1_1_LT05_015031_19860614_99",249,15,498,271,5308,2083,9,"14-06-86",7,42.14291585,-76.52205325,0,"LANDSAT_5",118.654709,30.288563,48,0,NA,5037,1986-06-14,1986,0.371565333333333
"280","1_1_LT05_015031_19860902_99",461,15,629,433,5037,2086,50,"02-09-86",9,42.14291585,-76.52205325,0,"LANDSAT_5",134.305099,42.657982,304,0,NA,4604,1986-09-02,1986,0.816839999999999
"281","1_1_LT05_015031_19870516_99",317,15,761,433,4336,1931,0,"16-05-87",9,42.14291585,-76.52205325,0,"LANDSAT_5",125.545906,32.649742,49,0,NA,3903,1987-05-16,1987,0.0243353333333332
"282","1_1_LT05_015031_19870617_99",240,15,453,286,5098,2053,1,"17-06-87",9,42.14291585,-76.52205325,0,"LANDSAT_5",118.764465,30.044849,96,0,NA,4812,1987-06-17,1987,0.0182106666666668
"283","1_1_LT05_015031_19880619_99",353,15,584,369,4918,1944,7,"19-06-88",9,42.14291585,-76.52205325,0,"LANDSAT_5",120.36763,29.189442,193,0,NA,4549,1988-06-19,1988,0.184259333333334
"284","1_1_LT05_015031_19880705_99",470,15,670,389,5020,2049,6,"05-07-88",9,42.14291585,-76.52205325,0,"LANDSAT_5",120.327713,30.200363,579,0,NA,4631,1988-07-05,1988,0.861083666666666
"285","1_1_LT05_015031_19880822_99",246,15,382,301,4198,1834,0,"22-08-88",7,42.14291585,-76.52205325,0,"LANDSAT_5",133.383545,38.634464,96,0,NA,3897,1988-08-22,1988,1.00053266666666
"286","1_1_LT05_015031_19880907_99",301,15,417,320,4202,1830,11,"07-09-88",9,42.14291585,-76.52205325,0,"LANDSAT_5",139.544388,42.908909,129,0,NA,3882,1988-09-07,1988,0.99079333333333
"287","1_1_LT05_015031_19890809_99",384,15,543,380,4446,1960,13,"09-08-89",7,42.14291585,-76.52205325,0,"LANDSAT_5",127.152489,36.228558,289,0,NA,4066,1989-08-09,1989,0.854020666666666
"288","1_1_LT05_015031_19890910_99",377,15,530,337,4089,1878,12,"10-09-89",7,42.14291585,-76.52205325,0,"LANDSAT_5",139.044907,44.302898,375,0,NA,3752,1989-09-10,1989,0.783092333333331
"369","1_1_LT05_015033_19840827_27",521,16,833,635,3635,1723,9,"27-08-84",9,39.41440719,-76.37678815,0,"LANDSAT_5",131.441833,38.511173,289,0,NA,3000,1984-08-27,1984,-0.103406333333333
"370","1_1_LT05_015033_19850814_27",739,16,896,651,3959,1835,1,"14-08-85",9,39.41440719,-76.37678815,0,"LANDSAT_5",125.891518,35.517986,1157,0,NA,3308,1985-08-14,1985,0.813786333333333
"371","1_1_LT05_015033_19850915_27",305,16,592,450,2957,1739,0,"15-09-85",9,39.41440719,-76.37678815,0,"LANDSAT_5",139.180954,43.483139,11,0,NA,2507,1985-09-15,1985,0.851811666666668
"372","1_1_LT05_015033_19860614_27",713,16,882,640,3888,1826,13,"14-06-86",9,39.41440719,-76.37678815,0,"LANDSAT_5",113.313461,29.517353,287,0,NA,3248,1986-06-14,1986,0.681952666666665
"373","1_1_LT05_015033_19860630_27",317,16,585,442,4227,1760,29,"30-06-86",9,39.41440719,-76.37678815,0,"LANDSAT_5",112.358025,30.275078,140,0,NA,3785,1986-06-30,1986,0.476501333333332
"374","1_1_LT05_015033_19870516_27",309,16,586,472,2595,1583,0,"16-05-87",9,39.41440719,-76.37678815,0,"LANDSAT_5",120.794762,31.54163,43,0,NA,2123,1987-05-16,1987,-0.351987333333334
"375","1_1_LT05_015033_19870601_27",562,16,788,582,3786,1840,8,"01-06-87",9,39.41440719,-76.37678815,0,"LANDSAT_5",116.214577,29.679398,386,0,NA,3204,1987-06-01,1987,1.179971
"376","1_1_LT05_015033_19870617_27",335,16,566,425,3948,1707,15,"17-06-87",9,39.41440719,-76.37678815,0,"LANDSAT_5",113.344193,29.275318,174,0,NA,3523,1987-06-17,1987,1.398439
"377","1_1_LT05_015033_19870703_27",364,16,648,427,3974,1687,32,"03-07-87",9,39.41440719,-76.37678815,0,"LANDSAT_5",113.134644,30.054222,289,0,NA,3547,1987-07-03,1987,1.09625566666667
"378","1_1_LT05_015033_19870820_27",294,16,515,396,3279,1898,15,"20-08-87",9,39.41440719,-76.37678815,0,"LANDSAT_5",127.181274,37.152199,142,0,NA,2883,1987-08-20,1987,0.536817
"379","1_1_LT05_015033_19880619_27",740,16,951,714,3853,1726,48,"19-06-88",9,39.41440719,-76.37678815,0,"LANDSAT_5",114.811676,28.342083,578,0,NA,3139,1988-06-19,1988,0.435955333333333
"380","1_1_LT05_015033_19880705_27",639,16,818,642,3881,1730,1,"05-07-88",9,39.41440719,-76.37678815,0,"LANDSAT_5",114.977692,29.349686,404,0,NA,3239,1988-07-05,1988,0.582125333333332
"381","1_1_LT05_015033_19880806_27",366,16,573,455,3525,1633,13,"06-08-88",9,39.41440719,-76.37678815,0,"LANDSAT_5",123.201897,33.830154,191,0,NA,3070,1988-08-06,1988,1.50772233333333
"382","1_1_LT05_015033_19880907_27",284,16,471,382,3161,1610,8,"07-09-88",9,39.41440719,-76.37678815,0,"LANDSAT_5",136.511627,41.142643,64,0,NA,2779,1988-09-07,1988,0.881837333333332
"383","1_1_LT05_015033_19890724_27",778,16,991,695,4045,1986,5,"24-07-89",9,39.41440719,-76.37678815,0,"LANDSAT_5",117.632912,32.270493,1157,0,NA,3350,1989-07-24,1989,0.789974666666666
"384","1_1_LT05_015033_19890809_27",342,14,540,393,3408,1787,2,"09-08-89",9,39.41440719,-76.37678815,0,"LANDSAT_5",122.983482,35.02224,99,0,NA,3015,1989-08-09,1989,1.254299
"385","1_1_LT05_015033_19890910_27",634,16,779,606,3258,1917,3,"10-09-89",9,39.41440719,-76.37678815,0,"LANDSAT_5",136.122116,42.550571,522,0,NA,2652,1989-09-10,1989,0.953858333333332
"475","1_1_LT05_015041_19840827_84",367,14,629,474,4042,1762,17,"27-08-84",9,27.84321888,-81.0018714,0,"LANDSAT_5",115.440414,33.809391,122,0,NA,3568,1984-08-27,1984,0.844023999999999
"476","1_1_LT05_015041_19860529_84",568,14,928,960,3306,3026,2,"29-05-86",9,27.84321888,-81.0018714,0,"LANDSAT_5",94.761887,28.740337,38,0,NA,2346,1986-05-29,1986,1.53191866666667
"477","1_1_LT05_015041_19860630_84",436,14,845,612,4529,2348,8,"30-06-86",9,27.84321888,-81.0018714,0,"LANDSAT_5",90.796829,29.902622,97,0,NA,3917,1986-06-30,1986,0.962648
"484","1_1_LT05_016031_19840615_99",1331,15,1619,1502,5098,2729,27,"15-06-84",9,42.14291585,-76.52205325,0,"LANDSAT_5",120.066734,29.464352,368,8,NA,3596,1984-06-15,1984,-1.19663266666667
"485","1_1_LT05_016031_19840919_99",300,15,502,352,4111,1792,1,"19-09-84",9,42.14291585,-76.52205325,0,"LANDSAT_5",143.58194,46.602467,97,0,NA,3759,1984-09-19,1984,1.05246866666666
"486","1_1_LT05_016031_19850618_99",246,15,501,335,5029,1795,17,"18-06-85",9,42.14291585,-76.52205325,0,"LANDSAT_5",120.313118,29.235165,19,0,NA,4694,1985-06-18,1985,0.897537999999996
"487","1_1_LT05_016031_19850805_99",425,15,556,399,4423,1840,37,"05-08-85",9,42.14291585,-76.52205325,0,"LANDSAT_5",126.772911,34.945915,289,0,NA,4024,1985-08-05,1985,0.897088333333332
"488","1_1_LT05_016031_19860621_99",308,15,544,371,4777,1796,0,"21-06-86",7,42.14291585,-76.52205325,0,"LANDSAT_5",117.865845,30.4519,96,0,NA,4406,1986-06-21,1986,1.25697266666667
"489","1_1_LT05_016031_19860707_99",707,15,937,665,5246,2082,33,"07-07-86",9,42.14291585,-76.52205325,0,"LANDSAT_5",117.930321,31.653912,426,0,NA,4581,1986-07-07,1986,0.817168333333332
"490","1_1_LT05_016031_19860723_99",212,15,390,256,4628,1854,7,"23-07-86",9,42.14291585,-76.52205325,0,"LANDSAT_5",120.550377,33.798088,44,0,NA,4372,1986-07-23,1986,1.11256266666666
"491","1_1_LT05_016031_19860824_99",458,15,631,445,5135,1992,54,"24-08-86",9,42.14291585,-76.52205325,0,"LANDSAT_5",130.888458,40.333187,289,0,NA,4690,1986-08-24,1986,1.120287
"492","1_1_LT05_016031_19860909_99",249,15,429,296,4180,1709,2,"09-09-86",9,42.14291585,-76.52205325,0,"LANDSAT_5",136.923309,44.599812,9,0,NA,3884,1986-09-09,1986,1.42773933333333
"493","1_1_LT05_016031_19870726_99",290,15,461,317,4331,1380,67,"26-07-87",9,42.14291585,-76.52205325,0,"LANDSAT_5",122.374512,33.620625,232,1,NA,4014,1987-07-26,1987,1.674898
"494","1_1_LT05_016031_19880728_99",290,15,472,296,4147,1698,3,"28-07-88",9,42.14291585,-76.52205325,0,"LANDSAT_5",124.716476,33.358082,192,0,NA,3851,1988-07-28,1988,1.07874233333333
"495","1_1_LT05_016031_19880813_99",367,15,546,348,4029,1734,12,"13-08-88",7,42.14291585,-76.52205325,0,"LANDSAT_5",130.001205,36.52713,360,0,NA,3681,1988-08-13,1988,0.509871000000001
"496","1_1_LT05_016031_19880914_99",230,15,423,292,3975,1682,7,"14-09-88",9,42.14291585,-76.52205325,0,"LANDSAT_5",142.129135,44.969738,27,0,NA,3683,1988-09-14,1988,1.359484
"497","1_1_LT05_016031_19880930_99",776,15,907,733,3905,1761,35,"30-09-88",7,42.14291585,-76.52205325,0,"LANDSAT_5",147.442795,49.979664,287,0,NA,3172,1988-09-30,1988,0.461077
"498","1_1_LT05_016031_19890528_99",213,15,607,338,4235,1800,0,"28-05-89",7,42.14291585,-76.52205325,0,"LANDSAT_5",123.574226,30.320278,9,0,NA,3897,1989-05-28,1989,-0.513433333333334
"499","1_1_LT05_016031_19890629_99",302,15,511,338,5353,2022,30,"29-06-89",9,42.14291585,-76.52205325,0,"LANDSAT_5",119.012817,30.188427,192,0,NA,5015,1989-06-29,1989,1.01762366666667
"500","1_1_LT05_016031_19890715_99",336,8,513,367,5317,2091,16,"15-07-89",9,42.14291585,-76.52205325,0,"LANDSAT_5",120.467896,31.890289,140,0,NA,4950,1989-07-15,1989,0.956089333333334
"574","1_1_LT05_016032_19840615_54",1089,14,1662,1977,3788,3872,22,"15-06-84",9,40.37248611,-78.22833428,0,"LANDSAT_5",117.346916,29.018032,293,0,NA,1811,1984-06-15,1984,0.487392333333336
"575","1_1_LT05_016032_19840818_54",354,14,572,507,3795,1875,31,"18-08-84",9,40.37248611,-78.22833428,0,"LANDSAT_5",129.53215,37.149567,143,0,NA,3288,1984-08-18,1984,0.186412272727273
"576","1_1_LT05_016032_19840903_54",2071,14,2171,1971,4160,2029,30,"03-09-84",9,40.37248611,-78.22833428,0,"LANDSAT_5",136.073227,41.082478,449,2,NA,2189,1984-09-03,1984,-2.27489733333333
"577","1_1_LT05_016032_19840919_54",373,14,639,590,3322,1912,0,"19-09-84",9,40.37248611,-78.22833428,0,"LANDSAT_5",142.309372,45.630955,144,0,NA,2732,1984-09-19,1984,0.601468666666667
"578","1_1_LT05_016032_19850618_54",726,14,1085,1067,3407,2256,44,"18-06-85",7,40.37248611,-78.22833428,0,"LANDSAT_5",117.591736,28.783215,193,0,NA,2340,1985-06-18,1985,-3.083691
"579","1_1_LT05_016032_19850821_54",1390,14,1658,1528,4773,2980,63,"21-08-85",9,40.37248611,-78.22833428,0,"LANDSAT_5",130.677231,37.745258,517,0,NA,3245,1985-08-21,1985,-2.50209333333333
"580","1_1_LT05_016032_19860504_54",693,14,1046,1082,3522,2648,1,"04-05-86",9,40.37248611,-78.22833428,0,"LANDSAT_5",126.956703,34.382294,96,0,NA,2440,1986-05-04,1986,-3.2887703076923
"581","1_1_LT05_016032_19860621_54",535,14,1024,1037,3598,2816,1,"21-06-86",7,40.37248611,-78.22833428,0,"LANDSAT_5",115.219872,30.054611,96,0,NA,2561,1986-06-21,1986,-1.603471
"582","1_1_LT05_016032_19860909_54",438,14,826,792,2881,2511,0,"09-09-86",9,40.37248611,-78.22833428,0,"LANDSAT_5",135.471237,43.757271,120,0,NA,2089,1986-09-09,1986,-1.040721
"583","1_1_LT05_016032_19870507_54",774,14,1341,1496,3600,2769,13,"07-05-87",9,40.37248611,-78.22833428,0,"LANDSAT_5",125.82,33.866325,154,0,NA,2104,1987-05-07,1987,-1.83818
"584","1_1_LT05_016032_19870624_54",632,10,986,880,3790,2274,13,"24-06-87",9,40.37248611,-78.22833428,0,"LANDSAT_5",115.611252,29.834225,172,0,NA,2910,1987-06-24,1987,-4.51531299999999
"585","1_1_LT05_016032_19880509_54",1401,14,1826,1805,4379,3294,68,"09-05-88",9,40.37248611,-78.22833428,0,"LANDSAT_5",127.245071,32.254631,184,8,NA,2574,1988-05-09,1988,-1.153857
"586","1_1_LT05_016032_19880610_54",569,14,1059,1234,3188,2530,5,"10-06-88",9,40.37248611,-78.22833428,0,"LANDSAT_5",118.809357,28.672279,49,0,NA,1954,1988-06-10,1988,-3.27723966666666
"587","1_1_LT05_016032_19880626_54",680,14,1259,1334,4249,3353,25,"26-06-88",9,40.37248611,-78.22833428,0,"LANDSAT_5",117.300812,29.049152,124,0,NA,2915,1988-06-26,1988,0.411605999999999
"588","1_1_LT05_016032_19880728_54",516,14,823,597,3812,2121,9,"28-07-88",9,40.37248611,-78.22833428,0,"LANDSAT_5",122.414551,32.795258,377,0,NA,3215,1988-07-28,1988,-0.0477036666666666
"589","1_1_LT05_016032_19880813_54",875,14,1049,821,4614,2635,4,"13-08-88",7,40.37248611,-78.22833428,0,"LANDSAT_5",128.00618,35.839153,1158,0,NA,3793,1988-08-13,1988,-3.55832466666666
"590","1_1_LT05_016032_19880914_54",446,6,703,650,3256,2143,10,"14-09-88",7,40.37248611,-78.22833428,0,"LANDSAT_5",140.765625,44.021603,122,0,NA,2606,1988-09-14,1988,-0.705647666666667
"591","1_1_LT05_016032_19890528_54",623,14,1156,1323,3310,2825,0,"28-05-89",7,40.37248611,-78.22833428,0,"LANDSAT_5",121.008705,29.788815,41,0,NA,1987,1989-05-28,1989,-1.704275
"592","1_1_LT05_016032_19890629_54",561,14,1012,1057,3267,2607,18,"29-06-89",7,40.37248611,-78.22833428,0,"LANDSAT_5",116.354858,29.764408,136,0,NA,2210,1989-06-29,1989,-2.41574066666667
"673","1_1_LT05_016041_19840514_84",483,14,759,748,3030,2587,5,"14-05-84",9,27.84321888,-81.0018714,0,"LANDSAT_5",101.139343,28.660786,10,0,NA,2282,1984-05-14,1984,-1.04200666666666
"674","1_1_LT05_016041_19840701_84",312,14,639,585,2891,2134,7,"01-07-84",9,27.84321888,-81.0018714,0,"LANDSAT_5",91.635033,28.745598,9,0,NA,2306,1984-07-01,1984,-2.49329333333333
"675","1_1_LT05_016041_19840818_84",993,13,1209,1114,4342,2342,8,"18-08-84",9,27.84321888,-81.0018714,0,"LANDSAT_5",110.183525,32.629292,151,8,NA,3228,1984-08-18,1984,-2.37870166666666
"676","1_1_LT05_016041_19850922_84",497,14,762,651,4247,1986,4,"22-09-85",9,27.84321888,-81.0018714,0,"LANDSAT_5",130.085556,38.639778,63,0,NA,3596,1985-09-22,1985,-0.233440666666667
"677","1_1_LT05_016041_19860504_84",678,14,961,868,3772,2414,43,"04-05-86",9,27.84321888,-81.0018714,0,"LANDSAT_5",105.528679,30.623314,264,4,NA,2904,1986-05-04,1986,-6.21714133333333
"678","1_1_LT05_016041_19860824_84",339,14,553,374,4527,1453,1,"24-08-86",9,27.84321888,-81.0018714,0,"LANDSAT_5",111.387772,34.995926,144,1,NA,4153,1986-08-24,1986,0.192537
