"","system.index","B1_median","B2_count","B2_median","B3_median","B4_median","B5_median","cloud_cover","date","img_qual","lat","lon","radsat_qa_median","sensor","solar_az","solar_zen","sr_atmos_opacity_median","sr_cloud_qa_median",".geo","dvi","date1","year","prediction"
"2205","1_1_LT05_020035_19880708_35",714,15,1025,1085,3026,3292,0,"08-07-88",9,36.34684581,-85.33674626,0,"LANDSAT_5",109.910957,29.027691,385,0,NA,1941,1988-07-08,1988,1.442146
"2206","1_1_LT05_020035_19880708_56",531,16,764,789,3214,2348,0,"08-07-88",9,36.21721588,-85.1977043,0,"LANDSAT_5",109.910957,29.027691,386,0,NA,2425,1988-07-08,1988,-5.778475
"2207","1_1_LT05_020035_19880724_35",589,15,865,709,3572,2645,21,"24-07-88",9,36.34684581,-85.33674626,0,"LANDSAT_5",113.837959,30.868637,368,0,NA,2863,1988-07-24,1988,-0.222182666666667
"2208","1_1_LT05_020035_19880809_35",535,15,792,710,3615,2783,2,"09-08-88",9,36.34684581,-85.33674626,0,"LANDSAT_5",119.962921,33.323311,339,0,NA,2905,1988-08-09,1988,0.0296323333333334
"2209","1_1_LT05_020035_19880809_56",397,16,584,425,3306,1821,2,"09-08-88",9,36.21721588,-85.1977043,0,"LANDSAT_5",119.962921,33.323311,289,0,NA,2881,1988-08-09,1988,1.396947
"2210","1_1_LT05_020035_19880825_35",418,15,764,584,3470,2493,0,"25-08-88",7,36.34684581,-85.33674626,0,"LANDSAT_5",127.236404,36.448235,49,0,NA,2886,1988-08-25,1988,-0.166265
"2211","1_1_LT05_020035_19880825_56",299,16,590,396,3538,1818,0,"25-08-88",7,36.21721588,-85.1977043,0,"LANDSAT_5",127.236404,36.448235,48,0,NA,3142,1988-08-25,1988,1.55001366666667
"2212","1_1_LT05_020035_19880926_35",330,15,649,422,4191,2025,1,"26-09-88",9,36.34684581,-85.33674626,0,"LANDSAT_5",141.365997,44.717136,48,0,NA,3769,1988-09-26,1988,1.39885133333334
"2213","1_1_LT05_020035_19880926_56",250,16,452,424,2394,1590,1,"26-09-88",9,36.21721588,-85.1977043,0,"LANDSAT_5",141.365997,44.717136,48,0,NA,1970,1988-09-26,1988,1.06023866666667
"2214","1_1_LT05_020035_19890524_35",523,15,813,611,4215,1748,21,"24-05-89",9,36.34684581,-85.33674626,0,"LANDSAT_5",114.172043,28.861546,161,0,NA,3604,1989-05-24,1989,0.479447333333334
"2215","1_1_LT05_020035_19890524_56",474,16,786,735,2924,2151,21,"24-05-89",9,36.21721588,-85.1977043,0,"LANDSAT_5",114.172043,28.861546,160,0,NA,2189,1989-05-24,1989,-2.41002533333333
"2216","1_1_LT05_020035_19890625_35",560,15,838,616,4173,1953,14,"25-06-89",9,36.34684581,-85.33674626,0,"LANDSAT_5",108.073814,28.600876,579,0,NA,3557,1989-06-25,1989,1.090617
"2217","1_1_LT05_020035_19890625_56",481,16,721,548,3660,1872,14,"25-06-89",9,36.21721588,-85.1977043,0,"LANDSAT_5",108.073814,28.600876,579,0,NA,3112,1989-06-25,1989,-0.250924000000001
"2218","1_1_LT05_020035_19890727_35",652,4,867,818,3412,2051,25,"27-07-89",9,36.34684581,-85.33674626,0,"LANDSAT_5",113.708,31.942379,765,0,NA,2594,1989-07-27,1989,-1.543793
"2219","1_1_LT05_020035_19890727_56",500,16,765,583,3488,1927,25,"27-07-89",9,36.21721588,-85.1977043,0,"LANDSAT_5",113.708,31.942379,385,0,NA,2905,1989-07-27,1989,0.259884333333334
"2220","1_1_LT05_020035_19890812_35",593,15,809,709,4174,2621,6,"12-08-89",9,36.34684581,-85.33674626,0,"LANDSAT_5",119.923119,34.544426,548,0,NA,3465,1989-08-12,1989,0.34996
"2221","1_1_LT05_020035_19890913_35",499,15,793,582,4178,2258,27,"13-09-89",9,36.34684581,-85.33674626,0,"LANDSAT_5",134.35849,41.700481,369,0,NA,3596,1989-09-13,1989,0.584118444444444
"2222","1_1_LT05_020035_19890913_56",517,13,636,521,2488,2034,27,"13-09-89",9,36.21721588,-85.1977043,0,"LANDSAT_5",134.35849,41.700481,329,0,NA,1967,1989-09-13,1989,-2.84867966666667
"2394","1_1_LT05_021029_19840704_16",219,14,308,218,334,102,10,"04-07-84",9,44.3086781,-84.69896511,0,"LANDSAT_5",124.658699,31.453838,124,32,NA,116,1984-07-04,1984,0.371831666666667
"2395","1_1_LT05_021029_19840906_16",193,14,272,155,224,21,0,"06-09-84",9,44.3086781,-84.69896511,0,"LANDSAT_5",141.699951,44.603687,9,32,NA,69,1984-09-06,1984,0.613798333333334
"2396","1_1_LT05_021029_19840922_16",394,14,449,295,361,57,57,"22-09-84",9,44.3086781,-84.69896511,0,"LANDSAT_5",146.985123,49.57761,271,32,NA,66,1984-09-22,1984,-0.421458333333334
"2397","1_1_LT05_021029_19850520_16",345,14,494,409,427,233,24,"20-05-85",9,44.3086781,-84.69896511,0,"LANDSAT_5",131.151794,32.322983,21,0,NA,18,1985-05-20,1985,-0.766118999999998
"2398","1_1_LT05_021029_19850605_16",351,14,452,346,346,93,59,"05-06-85",9,44.3086781,-84.69896511,0,"LANDSAT_5",127.550476,30.56982,179,32,NA,0,1985-06-05,1985,-0.60127
"2399","1_1_LT05_021029_19850707_16",488,7,611,548,737,424,17,"07-07-85",9,44.3086781,-84.69896511,0,"LANDSAT_5",125.270378,31.555893,175,0,NA,189,1985-07-07,1985,-0.342415666666667
"2400","1_1_LT05_021029_19850723_16",168,14,217,187,256,66,1,"23-07-85",9,44.3086781,-84.69896511,0,"LANDSAT_5",127.606155,33.812943,22,32,NA,69,1985-07-23,1985,0.786220666666668
"2401","1_1_LT05_021029_19850808_16",208,14,315,248,288,85,0,"08-08-85",9,44.3086781,-84.69896511,0,"LANDSAT_5",131.787491,36.951126,112,32,NA,40,1985-08-08,1985,0.457246333333333
"2402","1_1_LT05_021029_19860507_16",335,14,441,360,364,239,3,"07-05-86",9,44.3086781,-84.69896511,0,"LANDSAT_5",132.347031,35.765385,33,0,NA,4,1986-05-07,1986,-0.0296043333333333
"2403","1_1_LT05_021029_19860608_16",307,14,437,364,382,204,0,"08-06-86",9,44.3086781,-84.69896511,0,"LANDSAT_5",124.745239,31.400032,43,32,NA,18,1986-06-08,1986,-0.407279333333334
"2404","1_1_LT05_021029_19860710_16",276,14,384,286,571,216,17,"10-07-86",9,44.3086781,-84.69896511,0,"LANDSAT_5",123.069572,32.968555,291,0,NA,285,1986-07-10,1986,-0.0364756666666666
"2405","1_1_LT05_021029_19860726_16",225,14,340,271,303,67,50,"26-07-86",9,44.3086781,-84.69896511,0,"LANDSAT_5",125.679443,35.398933,32,32,NA,32,1986-07-26,1986,-0.144253333333333
"2406","1_1_LT05_021029_19860928_16",505,14,551,464,477,247,24,"28-09-86",9,44.3086781,-84.69896511,0,"LANDSAT_5",145.696487,52.345459,174,32,NA,13,1986-09-28,1986,-1.08433266666667
"2407","1_1_LT05_021029_19870510_16",385,14,485,332,314,133,1,"10-05-87",9,44.3086781,-84.69896511,0,"LANDSAT_5",131.434448,35.194439,119,32,NA,-18,1987-05-10,1987,-0.531572666666667
"2408","1_1_LT05_021029_19870830_16",237,14,313,197,227,62,39,"30-08-87",9,44.3086781,-84.69896511,0,"LANDSAT_5",138.089203,42.674831,147,32,NA,30,1987-08-30,1987,-0.137055333333333
"2409","1_1_LT05_021029_19870915_16",238,14,329,159,162,40,9,"15-09-87",9,44.3086781,-84.69896511,0,"LANDSAT_5",143.718567,47.35519,116,32,NA,3,1987-09-15,1987,-0.434667333333334
"2410","1_1_LT05_021029_19880512_16",388,14,475,358,267,155,28,"12-05-88",9,44.3086781,-84.69896511,0,"LANDSAT_5",133.075104,33.736328,114,32,NA,-91,1988-05-12,1988,-0.643288
"2411","1_1_LT05_021029_19880613_16",400,14,508,431,509,257,3,"13-06-88",9,44.3086781,-84.69896511,0,"LANDSAT_5",126.304909,30.229195,288,0,NA,78,1988-06-13,1988,-1.25664766666667
"2412","1_1_LT05_021029_19880629_16",354,14,475,396,379,274,0,"29-06-88",9,44.3086781,-84.69896511,0,"LANDSAT_5",125.193275,30.75211,32,32,NA,-17,1988-06-29,1988,-0.795646666666666
"2413","1_1_LT05_021029_19890702_16",396,14,400,302,336,47,1,"02-07-89",9,44.3086781,-84.69896511,0,"LANDSAT_5",124.144783,31.450142,386,32,NA,34,1989-07-02,1989,-0.0982706666666666
"2414","1_1_LT05_021029_19890819_16",190,14,266,130,180,35,0,"19-08-89",9,44.3086781,-84.69896511,0,"LANDSAT_5",134.314987,39.983036,106,32,NA,50,1989-08-19,1989,0.741084333333334
"2415","1_1_LT05_021029_19890920_16",280,14,329,192,206,39,8,"20-09-89",9,44.3086781,-84.69896511,0,"LANDSAT_5",145.030838,49.280247,146,32,NA,14,1989-09-20,1989,0.251578333333333
"2503","1_1_LT05_021030_19870627_65",1070,15,1486,1575,3214,3083,68,"27-06-87",9,43.16598056,-83.56499085,0,"LANDSAT_5",120.783173,30.845242,386,0,NA,1639,1987-06-27,1987,0.411381000000001
"2504","1_1_LT05_021030_19870729_65",617,15,979,1096,2283,2785,10,"29-07-87",9,43.16598056,-83.56499085,0,"LANDSAT_5",125.435623,34.691074,132,0,NA,1187,1987-07-29,1987,0.402182333333334
"2543","1_1_LT05_021033_19840501_52",1029,16,1383,1448,2967,2779,34,"01-05-84",9,38.65223958,-87.02329271,0,"LANDSAT_5",126.483047,33.853935,190,0,NA,1519,1984-05-01,1984,0.612891666666666
"2544","1_1_LT05_021033_19840501_89",630,16,1023,972,3420,2557,34,"01-05-84",9,38.78840039,-85.10322235,0,"LANDSAT_5",126.483047,33.853935,37,0,NA,2448,1984-05-01,1984,-6.09284066666666
"2545","1_1_LT05_021033_19840618_52",883,16,1264,1227,3826,2970,9,"18-06-84",9,38.65223958,-87.02329271,0,"LANDSAT_5",114.251381,28.686619,301,0,NA,2599,1984-06-18,1984,-2.46572633333333
"2546","1_1_LT05_021033_19840618_89",600,16,894,841,3595,3031,9,"18-06-84",9,38.78840039,-85.10322235,0,"LANDSAT_5",114.251381,28.686619,378,0,NA,2754,1984-06-18,1984,1.519147
"2547","1_1_LT05_021033_19840906_52",789,16,1064,1045,3207,2457,8,"06-09-84",9,38.65223958,-87.02329271,0,"LANDSAT_5",135.726105,41.039482,291,0,NA,2162,1984-09-06,1984,-1.45026866666666
"2548","1_1_LT05_021033_19850504_52",620,16,1012,995,2841,2693,0,"04-05-85",9,38.65223958,-87.02329271,0,"LANDSAT_5",126.560394,32.775486,144,0,NA,1846,1985-05-04,1985,-2.22248733333333
"2549","1_1_LT05_021033_19850504_89",487,16,883,1113,2408,2410,0,"04-05-85",9,38.78840039,-85.10322235,0,"LANDSAT_5",126.560394,32.775486,9,0,NA,1295,1985-05-04,1985,-2.10426366666667
"2550","1_1_LT05_021033_19850808_52",515,16,821,666,3491,2209,29,"08-08-85",9,38.65223958,-87.02329271,0,"LANDSAT_5",123.542274,34.330219,296,0,NA,2825,1985-08-08,1985,-1.29426933333333
"2551","1_1_LT05_021033_19850909_52",466,16,767,677,3101,2221,1,"09-09-85",9,38.65223958,-87.02329271,0,"LANDSAT_5",136.78801,41.804115,188,0,NA,2424,1985-09-09,1985,-2.49154366666667
"2552","1_1_LT05_021033_19860507_52",1347,16,1934,2146,3424,3953,20,"07-05-86",9,38.65223958,-87.02329271,0,"LANDSAT_5",123.791092,33.102489,365,0,NA,1278,1986-05-07,1986,0.818339666666665
"2553","1_1_LT05_021033_19860608_52",563,16,871,786,3102,2185,18,"08-06-86",9,38.65223958,-87.02329271,0,"LANDSAT_5",114.36599,29.530418,268,0,NA,2316,1986-06-08,1986,-5.057261
"2554","1_1_LT05_021033_19860624_52",374,16,661,505,4700,1972,0,"24-06-86",9,38.65223958,-87.02329271,0,"LANDSAT_5",112.365433,29.868645,154,0,NA,4195,1986-06-24,1986,-0.110349666666667
"2555","1_1_LT05_021033_19860928_52",530,16,734,796,1367,2156,6,"28-09-86",9,38.65223958,-87.02329271,0,"LANDSAT_5",141.156006,48.404369,108,0,NA,571,1986-09-28,1986,0.982615000000001
"2556","1_1_LT05_021033_19870510_52",1207,16,1809,2205,3431,3875,0,"10-05-87",9,38.65223958,-87.02329271,0,"LANDSAT_5",122.637009,32.636768,227,0,NA,1226,1987-05-10,1987,0.828957999999997
"2557","1_1_LT05_021033_19870510_89",588,16,999,1014,3412,2956,0,"10-05-87",9,38.78840039,-85.10322235,0,"LANDSAT_5",122.637009,32.636768,144,0,NA,2398,1987-05-10,1987,0.328693333333333
"2558","1_1_LT05_021033_19870627_52",368,16,638,480,4212,2094,9,"27-06-87",9,38.65223958,-87.02329271,0,"LANDSAT_5",112.87014,29.647789,143,0,NA,3732,1987-06-27,1987,-1.13179
"2559","1_1_LT05_021033_19870729_89",592,12,871,782,3373,2285,27,"29-07-87",9,38.78840039,-85.10322235,0,"LANDSAT_5",118.658638,33.116047,289,0,NA,2591,1987-07-29,1987,-5.38483
"2560","1_1_LT05_021033_19870814_52",789,16,1065,1102,3671,2775,8,"14-08-87",9,38.65223958,-87.02329271,0,"LANDSAT_5",124.663231,35.923733,579,0,NA,2569,1987-08-14,1987,-3.857695
"2561","1_1_LT05_021033_19870814_89",648,16,930,831,3781,3032,8,"14-08-87",9,38.78840039,-85.10322235,0,"LANDSAT_5",124.663231,35.923733,371,0,NA,2950,1987-08-14,1987,0.171705
"2562","1_1_LT05_021033_19870830_52",961,16,1284,1419,3230,3137,47,"30-08-87",9,38.65223958,-87.02329271,0,"LANDSAT_5",131.533722,39.436104,284,0,NA,1811,1987-08-30,1987,0.821587999999999
"2563","1_1_LT05_021033_19870830_89",382,16,721,506,4176,2216,47,"30-08-87",9,38.78840039,-85.10322235,0,"LANDSAT_5",131.533722,39.436104,48,0,NA,3670,1987-08-30,1987,1.04919033333333
"2564","1_1_LT05_021033_19880512_52",1097,16,1670,2078,3416,4088,3,"12-05-88",7,38.65223958,-87.02329271,0,"LANDSAT_5",123.925964,31.038792,260,0,NA,1338,1988-05-12,1988,0.691525333333332
"2565","1_1_LT05_021033_19880613_52",871,16,1362,1548,3400,3560,0,"13-06-88",7,38.65223958,-87.02329271,0,"LANDSAT_5",115.513542,28.238312,140,0,NA,1852,1988-06-13,1988,-0.0935970000000003
"2566","1_1_LT05_021033_19880715_52",832,16,1051,979,3563,2160,8,"15-07-88",9,38.65223958,-87.02329271,0,"LANDSAT_5",116.554222,30.439713,543,0,NA,2584,1988-07-15,1988,-4.809804
"2567","1_1_LT05_021033_19880731_52",457,16,687,486,3367,1912,29,"31-07-88",9,38.65223958,-87.02329271,0,"LANDSAT_5",121.043884,32.7771,289,0,NA,2881,1988-07-31,1988,1.02167633333333
"2568","1_1_LT05_021033_19880816_52",616,16,824,666,3903,2223,1,"16-08-88",9,38.65223958,-87.02329271,0,"LANDSAT_5",127.181709,35.824326,454,0,NA,3237,1988-08-16,1988,-1.096264
"2569","1_1_LT05_021033_19890819_52",484,16,677,488,4230,2097,33,"19-08-89",7,38.65223958,-87.02329271,0,"LANDSAT_5",126.968025,37.089676,570,0,NA,3742,1989-08-19,1989,0.310982333333333
"2570","1_1_LT05_021033_19890904_52",542,16,757,558,4471,2070,23,"04-09-89",9,38.65223958,-87.02329271,0,"LANDSAT_5",133.670227,40.950066,294,0,NA,3913,1989-09-04,1989,1.029727
"2571","1_1_LT05_021033_19890920_52",520,16,705,499,4335,2207,6,"20-09-89",9,38.65223958,-87.02329271,0,"LANDSAT_5",140.024841,45.411728,266,0,NA,3836,1989-09-20,1989,1.11129633333333
"2739","1_1_LT05_021036_19840501_26",343,14,719,463,3984,1705,1,"01-05-84",9,34.05525088,-88.20472733,0,"LANDSAT_5",119.742218,32.161709,96,0,NA,3521,1984-05-01,1984,1.73482300000001
"2740","1_1_LT05_021036_19840618_26",268,14,500,340,4107,1800,2,"18-06-84",9,34.05525088,-88.20472733,0,"LANDSAT_5",105.699257,27.950851,144,0,NA,3767,1984-06-18,1984,1.29020033333333
"2741","1_1_LT05_021036_19840704_26",518,14,743,611,3792,1805,38,"04-07-84",9,34.05525088,-88.20472733,0,"LANDSAT_5",106.030495,28.852177,196,0,NA,3181,1984-07-04,1984,-0.162721
"2742","1_1_LT05_021036_19840906_26",253,14,431,319,3010,1505,0,"06-09-84",9,34.05525088,-88.20472733,0,"LANDSAT_5",130.780579,38.672031,96,0,NA,2691,1984-09-06,1984,1.10794166666667
"2743","1_1_LT05_021036_19850824_26",643,14,803,577,3408,1647,80,"24-08-85",9,34.05525088,-88.20472733,0,"LANDSAT_5",124.272461,35.75145,386,0,NA,2831,1985-08-24,1985,1.091579
"2744","1_1_LT05_021036_19850909_26",256,14,397,253,2401,1183,4,"09-09-85",9,34.05525088,-88.20472733,0,"LANDSAT_5",132.002716,39.354786,193,1,NA,2148,1985-09-09,1985,1.39076866666667
"2745","1_1_LT05_021036_19850925_26",472,14,609,461,2895,1491,20,"25-09-85",9,34.05525088,-88.20472733,0,"LANDSAT_5",139.062531,43.616261,293,0,NA,2434,1985-09-25,1985,0.259185
"2746","1_1_LT05_021036_19860624_26",709,14,922,620,4369,1814,20,"24-06-86",9,34.05525088,-88.20472733,0,"LANDSAT_5",104.19281,29.251884,963,0,NA,3749,1986-06-24,1986,0.958862999999999
"2747","1_1_LT05_021036_19860710_26",336,14,544,339,3901,1685,18,"10-07-86",9,34.05525088,-88.20472733,0,"LANDSAT_5",105.449852,30.541679,193,0,NA,3562,1986-07-10,1986,1.213411
"2748","1_1_LT05_021036_19860726_26",554,14,679,471,3751,1664,14,"26-07-86",9,34.05525088,-88.20472733,0,"LANDSAT_5",109.569229,32.394161,579,0,NA,3280,1986-07-26,1986,1.08568733333333
"2749","1_1_LT05_021036_19860928_26",264,14,420,294,2870,1409,0,"28-09-86",9,34.05525088,-88.20472733,0,"LANDSAT_5",137.438995,45.655006,101,1,NA,2576,1986-09-28,1986,1.20864333333333
"2750","1_1_LT05_021036_19870611_26",340,14,594,387,4747,1897,55,"11-06-87",9,34.05525088,-88.20472733,0,"LANDSAT_5",105.793045,28.540657,281,4,NA,4360,1987-06-11,1987,-0.300803666666667
"2751","1_1_LT05_021036_19870627_26",246,14,457,300,3858,1705,0,"27-06-87",9,34.05525088,-88.20472733,0,"LANDSAT_5",104.618294,29.003967,96,0,NA,3558,1987-06-27,1987,1.09376399999999
"2752","1_1_LT05_021036_19870830_26",299,8,451,341,2655,1170,61,"30-08-87",9,34.05525088,-88.20472733,0,"LANDSAT_5",126.126457,37.354828,289,4,NA,2314,1987-08-30,1987,0.823570666666667
"2753","1_1_LT05_021036_19870915_26",350,14,534,367,3171,1658,50,"15-09-87",7,34.05525088,-88.20472733,0,"LANDSAT_5",133.882706,41.065407,289,0,NA,2804,1987-09-15,1987,0.542262666666666
"2754","1_1_LT05_021036_19880613_26",630,14,875,891,2829,2883,0,"13-06-88",7,34.05525088,-88.20472733,0,"LANDSAT_5",106.830917,27.407578,384,0,NA,1938,1988-06-13,1988,0.537082
"2755","1_1_LT05_021036_19880629_26",672,14,931,940,2886,2890,1,"29-06-88",9,34.05525088,-88.20472733,0,"LANDSAT_5",106.090912,28.096592,385,0,NA,1946,1988-06-29,1988,0.62413
"2756","1_1_LT05_021036_19880715_26",467,14,762,724,2665,2502,19,"15-07-88",9,34.05525088,-88.20472733,0,"LANDSAT_5",108.604355,29.507957,267,0,NA,1941,1988-07-15,1988,-0.704911666666665
"2757","1_1_LT05_021036_19880816_26",426,14,656,594,2642,2381,34,"16-08-88",9,34.05525088,-88.20472733,0,"LANDSAT_5",120.909836,34.062454,289,0,NA,2048,1988-08-16,1988,-3.220109
"2758","1_1_LT05_021036_19890531_26",565,14,803,601,4044,2358,27,"31-05-89",9,34.05525088,-88.20472733,0,"LANDSAT_5",109.153404,28.094398,385,0,NA,3443,1989-05-31,1989,0.926731285714286
"2759","1_1_LT05_021036_19890718_26",511,14,728,490,3624,1940,13,"18-07-89",9,34.05525088,-88.20472733,0,"LANDSAT_5",108.425247,30.503906,408,0,NA,3134,1989-07-18,1989,-1.181071
"2760","1_1_LT05_021036_19890920_26",342,14,517,421,2532,1698,2,"20-09-89",9,34.05525088,-88.20472733,0,"LANDSAT_5",135.901123,42.740482,193,0,NA,2111,1989-09-20,1989,-0.987352333333334
"2871","1_1_LT05_021037_19840501_26",341,14,720,464,4114,1764,36,"01-05-84",9,34.05525088,-88.20472733,0,"LANDSAT_5",117.353615,31.693859,96,0,NA,3650,1984-05-01,1984,1.52274
"2872","1_1_LT05_021037_19840618_26",267,14,502,341,4119,1805,6,"18-06-84",9,34.05525088,-88.20472733,0,"LANDSAT_5",102.798462,27.83968,143,0,NA,3778,1984-06-18,1984,1.33691733333333
"2873","1_1_LT05_021037_19840704_26",520,14,744,644,3786,1779,19,"04-07-84",9,34.05525088,-88.20472733,0,"LANDSAT_5",103.227921,28.73439,190,0,NA,3142,1984-07-04,1984,-1.067348
"2874","1_1_LT05_021037_19840906_26",255,14,431,320,3043,1503,0,"06-09-84",9,34.05525088,-88.20472733,0,"LANDSAT_5",129.0121,37.941387,96,0,NA,2723,1984-09-06,1984,0.955132666666665
"2875","1_1_LT05_021037_19850808_26",497,14,668,475,3795,1854,28,"08-08-85",9,34.05525088,-88.20472733,0,"LANDSAT_5",114.449692,32.445293,389,0,NA,3320,1985-08-08,1985,1.29534066666667
"2876","1_1_LT05_021037_19850824_26",646,14,806,579,3398,1643,35,"24-08-85",9,34.05525088,-88.20472733,0,"LANDSAT_5",122.23616,35.173405,385,0,NA,2819,1985-08-24,1985,1.11719466666667
"2877","1_1_LT05_021037_19850925_26",448,14,594,448,2909,1513,28,"25-09-85",9,34.05525088,-88.20472733,0,"LANDSAT_5",137.686035,42.710522,335,0,NA,2461,1985-09-25,1985,0.385753666666667
"2878","1_1_LT05_021037_19860710_26",335,14,544,338,3897,1659,16,"10-07-86",9,34.05525088,-88.20472733,0,"LANDSAT_5",102.823097,30.430309,193,0,NA,3559,1986-07-10,1986,1.14637666666666
"2879","1_1_LT05_021037_19860726_26",514,14,669,460,3781,1642,6,"26-07-86",9,34.05525088,-88.20472733,0,"LANDSAT_5",107.129761,32.176582,608,0,NA,3321,1986-07-26,1986,1.510261
"2880","1_1_LT05_021037_19860928_26",269,14,423,296,2910,1407,1,"28-09-86",9,34.05525088,-88.20472733,0,"LANDSAT_5",136.121811,44.779247,98,1,NA,2614,1986-09-28,1986,1.14324266666666
"2881","1_1_LT05_021037_19870611_26",338,14,593,385,4759,1901,56,"11-06-87",9,34.05525088,-88.20472733,0,"LANDSAT_5",102.951469,28.427059,284,0,NA,4374,1987-06-11,1987,-0.0974646666666666
"2882","1_1_LT05_021037_19870627_26",245,14,457,300,3885,1716,0,"27-06-87",9,34.05525088,-88.20472733,0,"LANDSAT_5",101.826469,28.919384,97,0,NA,3585,1987-06-27,1987,0.994782999999992
"2883","1_1_LT05_021037_19870915_26",353,14,535,368,3177,1660,18,"15-09-87",9,34.05525088,-88.20472733,0,"LANDSAT_5",132.291,40.270229,289,0,NA,2809,1987-09-15,1987,0.557119
"2884","1_1_LT05_021037_19880613_26",619.5,14,874,890,2838,2915,0,"13-06-88",9,34.05525088,-88.20472733,0,"LANDSAT_5",103.856468,27.26791,386,0,NA,1948,1988-06-13,1988,0.643326666666667
"2885","1_1_LT05_021037_19880629_26",688,14,929,906,2901,2903,6,"29-06-88",9,34.05525088,-88.20472733,0,"LANDSAT_5",103.194962,27.974552,384,0,NA,1995,1988-06-29,1988,-0.0216516666666667
"2886","1_1_LT05_021037_19880715_26",457,14,757,688,2674,2509,6,"15-07-88",9,34.05525088,-88.20472733,0,"LANDSAT_5",105.870964,29.320038,285,0,NA,1986,1988-07-15,1988,-1.08366566666666
"2887","1_1_LT05_021037_19880816_26",426,14,654,560,2659,2393,51,"16-08-88",9,34.05525088,-88.20472733,0,"LANDSAT_5",118.694504,33.56424,289,0,NA,2099,1988-08-16,1988,-2.512808
"2888","1_1_LT05_021037_19890531_26",545,14,803,601,3990,2368,20,"31-05-89",9,34.05525088,-88.20472733,0,"LANDSAT_5",106.2845,27.893585,385,0,NA,3389,1989-05-31,1989,0.827054619047619
"2889","1_1_LT05_021037_19890718_26",521,14,736,498,3677,1948,39,"18-07-89",7,34.05525088,-88.20472733,0,"LANDSAT_5",105.804642,30.31818,390,0,NA,3179,1989-07-18,1989,-0.714562000000001
"2890","1_1_LT05_021037_19890920_26",346,14,521,423,2575,1699,10,"20-09-89",9,34.05525088,-88.20472733,0,"LANDSAT_5",134.436859,41.899357,193,0,NA,2152,1989-09-20,1989,-1.447682
"2993","1_1_LT05_021038_19840618_94",454,15,653,472,3832,1618,22,"18-06-84",9,31.93962961,-88.3193452,0,"LANDSAT_5",99.87394,27.798168,288,0,NA,3360,1984-06-18,1984,1.26399366666667
"2994","1_1_LT05_021038_19840906_94",234,15,401,266,2650,1207,0,"06-09-84",9,31.93962961,-88.3193452,0,"LANDSAT_5",127.197868,37.250671,32,1,NA,2384,1984-09-06,1984,1.29294066666666
"2995","1_1_LT05_021038_19850925_94",500,15,628,486,2701,1741,40,"25-09-85",9,31.93962961,-88.3193452,0,"LANDSAT_5",136.251556,41.824516,288,0,NA,2215,1985-09-25,1985,-0.594804
"2996","1_1_LT05_021038_19860523_94",515,15,798,815,3248,2685,16,"23-05-86",7,31.93962961,-88.3193452,0,"LANDSAT_5",105.233765,29.025459,193,0,NA,2433,1986-05-23,1986,-1.92924233333333
"2997","1_1_LT05_021038_19860928_94",381,15,587,558,2453,2145,1,"28-09-86",9,31.93962961,-88.3193452,0,"LANDSAT_5",134.762726,43.926991,145,0,NA,1895,1986-09-28,1986,-5.19529233333334
"2998","1_1_LT05_021038_19870526_94",320,15,620,446,3763,1976,13,"26-05-87",9,31.93962961,-88.3193452,0,"LANDSAT_5",104.243988,28.81076,96,0,NA,3317,1987-05-26,1987,0.0337670000000001
"2999","1_1_LT05_021038_19870627_94",303,15,606,433,3843,2027,4,"27-06-87",9,31.93962961,-88.3193452,0,"LANDSAT_5",99.03199,28.905315,144,0,NA,3410,1987-06-27,1987,0.940375666666666
"3000","1_1_LT05_021038_19870729_94",510,15,670,509,3529,2026,0,"29-07-87",9,31.93962961,-88.3193452,0,"LANDSAT_5",106.519043,31.539127,386,0,NA,3020,1987-07-29,1987,0.869901
"3001","1_1_LT05_021038_19870915_94",346,15,553,461,2979,1973,9,"15-09-87",9,31.93962961,-88.3193452,0,"LANDSAT_5",130.652344,39.503838,193,0,NA,2518,1987-09-15,1987,-0.997327666666667
"3002","1_1_LT05_021038_19880629_94",439,15,714,557,3812,1950,6,"29-06-88",9,31.93962961,-88.3193452,0,"LANDSAT_5",100.291664,27.922127,323,0,NA,3255,1988-06-29,1988,0.408361333333333
"3003","1_1_LT05_021038_19880715_94",349,15,603,459,3777,2018,7,"15-07-88",9,31.93962961,-88.3193452,0,"LANDSAT_5",103.135857,29.197662,181,0,NA,3318,1988-07-15,1988,1.44166233333333
"3004","1_1_LT05_021038_19880731_94",494,15,689,529,3678,2132,1,"31-07-88",9,31.93962961,-88.3193452,0,"LANDSAT_5",108.812569,30.90279,386,0,NA,3149,1988-07-31,1988,1.131838
"3005","1_1_LT05_021038_19890531_94",427,15,641,465,4646,2143,19,"31-05-89",9,31.93962961,-88.3193452,0,"LANDSAT_5",103.37397,27.761028,288,0,NA,4181,1989-05-31,1989,1.054578
"3006","1_1_LT05_021038_19890819_94",476,15,551,516,2678,2100,3,"19-08-89",7,31.93962961,-88.3193452,0,"LANDSAT_5",116.686783,34.378647,579,0,NA,2162,1989-08-19,1989,-2.366077
"3007","1_1_LT05_021038_19890920_94",491,15,566,656,1644,2504,22,"20-09-89",9,31.93962961,-88.3193452,0,"LANDSAT_5",132.913147,41.081306,312,0,NA,988,1989-09-20,1989,-0.984560333333333
